 -82 [da:11:1c:d7:12:dc]
RSSI: -73 [da:12:4d:04:15:3c]
RSSI: -87 [da:0c:a8:5b:09:2a]
RSSI: -76 [da:12:4d:11:15:5c]
RSSI: -88 [da:0a:c4:6c:0b:db]
RSSI: -78 [da:12:4d:2d:15:bc]
RSSI: -78 [da:12:4d:2d:15:bc]
RSSI: -85 [da:0c:a8:87:09:aa]
RSSI: -73 [da:12:4d:3a:15:dc]
RSSI: -77 [da:12:4d:3a:15:dc]
RSSI: -75 [da:12:4d:48:16:0c]
RSSI: -73 [da:12:4d:48:16:0c]
RSSI: -86 [da:0c:a8:96:09:da]
RSSI: -76 [da:12:4d:56:16:3c]
RSSI: -75 [da:12:4d:56:16:3c]
RSSI: -77 [da:12:4d:62:16:5c]
RSSI: -76 [da:12:4d:62:16:5c]
RSSI: -75 [da:12:4d:62:16:5c]
RSSI: -78 [da:12:4d:71:00:2c]
RSSI: -89 [da:0c:a8:c2:0a:5a]
RSSI: -78 [da:12:4d:7f:00:5c]
RSSI: -89 [da:0c:a8:d2:0a:7a]
RSSI: -76 [da:12:4d:7f:00:5c]
RSSI: -87 [da:0c:a8:d2:0a:7a]
RSSI: -77 [da:12:4d:8b:00:8c]
RSSI: -78 [da:12:4d:99:00:ac]
RSSI: -78 [da:12:4d:99:00:ac]
RSSI: -76 [da:12:4d:99:00:ac]
RSSI: -74 [da:12:4d:a7:00:dc]
RSSI: -76 [da:12:4d:b4:01:0c]
RSSI: -74 [da:12:4d:b4:01:0c]
RSSI: -76 [da:12:4d:c2:01:2c]
RSSI: -76 [da:12:4d:c2:01:2c]
RSSI: -76 [da:12:4d:c2:01:2c]
RSSI: -73 [da:12:4d:d0:01:5c]
RSSI: -74 [da:12:4d:d0:01:5c]
RSSI: -76 [da:12:4d:dd:01:8c]
RSSI: -73 [da:12:4d:dd:01:8c]
RSSI: -77 [da:12:4d:eb:01:bc]
RSSI: -75 [da:12:4d:f9:01:dc]
RSSI: -76 [da:12:4e:06:02:0c]
RSSI: -93 [da:0c:a9:63:0c:1a]
RSSI: -81 [da:12:4e:14:02:3c]
RSSI: -76 [da:12:4e:14:02:3c]
RSSI: -75 [da:12:4e:22:02:6c]
RSSI: -80 [da:12:4e:22:02:6c]
RSSI: -76 [da:12:4e:2f:02:8c]
RSSI: -76 [da:12:4e:2f:02:8c]
RSSI: -80 [da:12:4e:3d:02:bc]
RSSI: -78 [da:12:4e:3d:02:bc]
RSSI: -81 [da:12:4e:4b:02:ec]
RSSI: -82 [da:12:4e:58:03:0c]
RSSI: -82 [da:12:4e:66:03:3c]
RSSI: -84 [da:12:4e:74:03:6c]
RSSI: -80 [da:12:4e:74:03:6c]
RSSI: -78 [da:12:4e:81:03:8c]
RSSI: -81 [da:12:4e:81:03:8c]
RSSI: -80 [da:12:4e:8f:03:bc]
RSSI: -81 [da:12:4e:9d:03:ec]
RSSI: -83 [da:12:4e:9d:03:ec]
RSSI: -84 [da:12:4e:aa:04:0c]
RSSI: -82 [da:12:4e:b8:04:3c]
RSSI: -83 [da:12:4e:c6:04:6c]
RSSI: -83 [da:12:4e:c6:04:6c]
RSSI: -82 [da:12:4e:d2:04:8c]
RSSI: -80 [da:12:4e:d2:04:8c]
RSSI: -80 [da:12:4e:e1:04:bc]
RSSI: -79 [da:12:4e:e1:04:bc]
RSSI: -80 [da:12:4e:ef:04:ec]
RSSI: -80 [da:12:4e:ef:04:ec]
RSSI: -85 [da:12:4e:ef:04:ec]
RSSI: -81 [da:12:4e:fb:05:1c]
RSSI: -82 [da:12:4e:fb:05:1c]
RSSI: -92 [da:12:4f:24:05:9c]
RSSI: -86 [da:12:4f:33:05:cc]
RSSI: -90 [da:12:4f:41:05:ec]
RSSI: -88 [da:12:4f:4d:06:1c]
RSSI: -85 [da:12:4f:5c:06:4c]
RSSI: -94 [da:0c:aa:b7:0f:ea]
RSSI: -86 [da:12:4f:6a:06:7c]
RSSI: -90 [da:0c:aa:b7:0f:ea]
RSSI: -84 [da:12:4f:6a:06:7c]
RSSI: -86 [da:12:4f:77:06:9c]
RSSI: -90 [da:0c:aa:d4:10:3a]
RSSI: -90 [da:0c:aa:e4:10:5a]
RSSI: -83 [da:12:4f:93:06:fc]
RSSI: -80 [da:12:4f:a0:07:1c]
RSSI: -79 [da:12:4f:a0:07:1c]
RSSI: -81 [da:12:4f:a0:07:1c]
RSSI: -77 [da:12:4f:ae:07:4c]
RSSI: -77 [da:12:4f:ae:07:4c]
RSSI: -80 [da:12:4f:bc:07:7c]
RSSI: -76 [da:12:4f:bc:07:7c]
RSSI: -77 [da:12:4f:c9:07:ac]
RSSI: -80 [da:12:4f:c9:07:ac]
RSSI: -80 [da:12:4f:c9:07:ac]
RSSI: -77 [da:12:4f:d7:07:cc]
RSSI: -81 [da:12:4f:e5:07:fc]
RSSI: -77 [da:12:4f:e5:07:fc]
RSSI: -83 [da:12:4f:f2:08:2c]
RSSI: -75 [da:12:50:00:08:5c]
RSSI: -80 [da:12:50:0e:08:7c]
RSSI: -82 [da:12:50:1b:08:ac]
RSSI: -82 [da:12:50:1b:08:ac]
RSSI: -81 [da:12:50:1b:08:ac]
RSSI: -81 [da:12:50:29:08:dc]
RSSI: -81 [da:12:50:37:09:0c]
RSSI: -77 [da:12:50:37:09:0c]
RSSI: -81 [da:12:50:44:09:2c]
RSSI: -82 [da:12:50:44:09:2c]
RSSI: -92 [da:0a:c7:9f:15:3b]
RSSI: -82 [da:12:50:44:09:2c]
RSSI: -81 [da:12:50:52:09:5c]
RSSI: -84 [da:12:50:52:09:5c]
RSSI: -79 [da:12:50:60:09:8c]
RSSI: -80 [da:12:50:6d:09:ac]
RSSI: -79 [da:12:50:6d:09:ac]
RSSI: -75 [da:12:50:7b:09:dc]
RSSI: -91 [da:0a:c7:d4:15:db]
RSSI: -75 [da:12:50:7b:09:dc]
RSSI: -77 [da:12:50:8a:0a:0c]
RSSI: -73 [da:12:50:8a:0a:0c]
RSSI: -72 [da:12:50:96:0a:3c]
RSSI: -74 [da:12:50:96:0a:3c]
RSSI: -74 [da:12:50:96:0a:3c]
RSSI: -88 [da:0a:c7:fb:16:4b]
RSSI: -73 [da:12:50:a5:0a:5c]
RSSI: -87 [da:0a:c8:08:16:6b]
RSSI: -75 [da:12:50:b3:0a:8c]
RSSI: -72 [da:12:50:bf:0a:bc]
RSSI: -89 [da:0a:c8:22:00:2b]
RSSI: -74 [da:12:50:ce:0a:ec]
RSSI: -73 [da:12:50:ce:0a:ec]
RSSI: -76 [da:12:50:dc:0b:1c]
RSSI: -88 [da:0a:c8:3c:00:7b]
RSSI: -74 [da:12:50:e9:0b:3c]
RSSI: -75 [da:12:50:e9:0b:3c]
RSSI: -74 [da:12:50:e9:0b:3c]
RSSI: -89 [da:0a:c8:49:00:9b]
RSSI: -72 [da:12:50:f7:0b:6c]
RSSI: -75 [da:12:51:05:0b:9c]
RSSI: -73 [da:12:51:05:0b:9c]
RSSI: -76 [da:12:51:12:0b:bc]
RSSI: -76 [da:12:51:12:0b:bc]
RSSI: -74 [da:12:51:20:0b:ec]
RSSI: -88 [da:0a:c8:7e:01:3b]
RSSI: -77 [da:12:51:20:0b:ec]
RSSI: -88 [da:0a:c8:7e:01:3b]
RSSI: -90 [da:0a:c8:8a:01:5b]
RSSI: -75 [da:12:51:2e:0c:1c]
RSSI: -87 [da:0a:c8:8a:01:5b]
RSSI: -88 [da:0c:ac:7f:14:ea]
RSSI: -76 [da:12:51:3b:0c:4c]
RSSI: -76 [da:12:51:3b:0c:4c]
RSSI: -75 [da:12:51:3b:0c:4c]
RSSI: -75 [da:12:51:3b:0c:4c]
RSSI: -85 [da:0a:c8:a5:01:ab]
RSSI: -76 [da:12:51:49:0c:6c]
RSSI: -85 [da:0a:c8:a5:01:ab]
RSSI: -85 [da:0a:c8:b2:01:cb]
RSSI: -75 [da:12:51:58:0c:9c]
RSSI: -84 [da:0a:c8:b2:01:cb]
RSSI: -75 [da:12:51:58:0c:9c]
RSSI: -86 [da:0a:c8:bf:01:eb]
RSSI: -77 [da:12:51:64:0c:cc]
RSSI: -83 [da:0a:c8:bf:01:eb]
RSSI: -79 [da:12:51:64:0c:cc]
RSSI: -86 [da:0a:c8:cc:02:1b]
RSSI: -80 [da:12:51:73:0c:fc]
RSSI: -85 [da:0a:c8:cc:02:1b]
RSSI: -84 [da:12:51:73:0c:fc]
RSSI: -83 [da:0a:c8:d9:02:3b]
RSSI: -87 [da:0c:ac:cb:15:ba]
RSSI: -85 [da:0a:c8:e6:02:6b]
RSSI: -93 [da:0c:ac:d8:15:da]
RSSI: -83 [da:12:51:8d:0d:4c]
RSSI: -84 [da:0a:c8:e6:02:6b]
RSSI: -84 [da:12:51:8d:0d:4c]
RSSI: -82 [da:12:51:9c:0d:7c]
RSSI: -82 [da:0a:c9:00:02:ab]
RSSI: -82 [da:12:51:aa:0d:ac]
RSSI: -84 [da:0a:c9:0e:02:db]
RSSI: -85 [da:0a:c9:0e:02:db]
RSSI: -79 [da:12:51:b7:0d:cc]
RSSI: -87 [da:0a:c9:1b:02:fb]
RSSI: -86 [da:12:51:c5:0d:fc]
RSSI: -82 [da:0a:c9:28:03:2b]
RSSI: -83 [da:12:51:d3:0e:2c]
RSSI: -85 [da:0a:c9:35:03:4b]
RSSI: -82 [da:12:51:e0:0e:5c]
RSSI: -84 [da:0a:c9:42:03:6b]
RSSI: -83 [da:12:51:e0:0e:5c]
RSSI: -85 [da:0a:c9:42:03:6b]
RSSI: -81 [da:12:51:ee:0e:8c]
RSSI: -88 [da:0c:ad:41:00:aa]
RSSI: -78 [da:12:51:ee:0e:8c]
RSSI: -85 [da:0a:c9:4f:03:9b]
RSSI: -82 [da:12:51:fd:0e:ac]
RSSI: -81 [da:12:51:fd:0e:ac]
RSSI: -79 [da:12:51:fd:0e:ac]
RSSI: -79 [da:12:52:09:0e:dc]
RSSI: -87 [da:0a:c9:6a:03:eb]
RSSI: -75 [da:12:52:18:0f:0c]
RSSI: -89 [da:0a:c9:76:04:0b]
RSSI: -76 [da:12:52:26:0f:3c]
RSSI: -76 [da:12:52:26:0f:3c]
RSSI: -78 [da:12:52:33:0f:5c]
RSSI: -76 [da:12:52:33:0f:5c]
RSSI: -79 [da:12:52:41:0f:8c]
RSSI: -76 [da:12:52:41:0f:8c]
RSSI: -76 [da:12:52:4f:0f:bc]
RSSI: -76 [da:12:52:4f:0f:bc]
RSSI: -89 [da:0c:ad:aa:01:ca]
RSSI: -75 [da:12:52:5c:0f:ec]
RSSI: -74 [da:12:52:5c:0f:ec]
RSSI: -90 [da:0c:ad:b6:01:fa]
RSSI: -90 [da:0f:b6:d7:0a:ae]
RSSI: -75 [da:12:52:6a:10:1c]
RSSI: -89 [da:0f:b6:e3:0a:ce]
RSSI: -76 [da:12:52:79:10:3c]
RSSI: -89 [da:0f:b6:f0:0a:ee]
RSSI: -89 [da:0f:b6:f0:0a:ee]
RSSI: -87 [da:0f:b6:fd:0b:1e]
RSSI: -79 [da:12:52:94:10:9c]
RSSI: -78 [da:12:52:94:10:9c]
RSSI: -88 [da:0f:b7:0a:0b:3e]
RSSI: -84 [da:12:52:a2:10:cc]
RSSI: -88 [da:0f:b7:0a:0b:3e]
RSSI: -90 [da:0c:ad:f3:02:9a]
RSSI: -81 [da:12:52:a2:10:cc]
RSSI: -86 [da:0f:b7:17:0b:5e]
RSSI: -89 [da:0c:ad:f3:02:9a]
RSSI: -85 [da:0f:b7:24:0b:8e]
RSSI: -77 [da:12:52:bd:11:1c]
RSSI: -76 [da:12:52:bd:11:1c]
RSSI: -86 [da:0f:b7:30:0b:ae]
RSSI: -91 [da:0c:ae:0f:02:ea]
RSSI: -89 [da:0f:b7:30:0b:ae]
RSSI: -73 [da:12:52:cb:11:4c]
RSSI: -86 [da:0f:b7:3d:0b:de]
RSSI: -86 [da:0f:b7:3d:0b:de]
RSSI: -76 [da:12:52:d8:11:6c]
RSSI: -85 [da:0f:b7:4a:0b:fe]
RSSI: -68 [da:12:52:e6:11:9c]
RSSI: -67 [da:12:52:f5:11:cc]
RSSI: -92 [da:0a:ca:51:06:8b]
RSSI: -67 [da:12:52:f5:11:cc]
RSSI: -88 [da:0f:b7:64:0c:4e]
RSSI: -86 [da:0c:ae:4c:03:9a]
RSSI: -70 [da:12:53:01:11:ec]
RSSI: -66 [da:12:53:01:11:ec]
RSSI: -84 [da:0c:ae:5c:03:ba]
RSSI: -67 [da:12:53:10:12:1c]
RSSI: -67 [da:12:53:10:12:1c]
RSSI: -82 [da:0c:ae:68:03:ea]
RSSI: -65 [da:12:53:1e:12:4c]
RSSI: -83 [da:0c:ae:68:03:ea]
RSSI: -65 [da:12:53:1e:12:4c]
RSSI: -88 [da:0f:b7:8a:0c:be]
RSSI: -83 [da:0c:ae:68:03:ea]
RSSI: -86 [da:0f:b7:97:0c:de]
RSSI: -90 [da:0f:b7:a4:0c:fe]
RSSI: -65 [da:12:53:39:12:9c]
RSSI: -83 [da:0c:ae:88:04:3a]
RSSI: -65 [da:12:53:39:12:9c]
RSSI: -65 [da:12:53:39:12:9c]
RSSI: -83 [da:0c:ae:95:04:6a]
RSSI: -63 [da:12:53:47:12:cc]
RSSI: -84 [da:0c:ae:95:04:6a]
RSSI: -64 [da:12:53:54:12:ec]
RSSI: -64 [da:12:53:54:12:ec]
RSSI: -83 [da:0c:ae:a5:04:8a]
RSSI: -63 [da:12:53:54:12:ec]
RSSI: -83 [da:0c:ae:a5:04:8a]
RSSI: -64 [da:12:53:63:13:1c]
RSSI: -83 [da:0c:ae:b5:04:ba]
RSSI: -64 [da:12:53:71:13:4c]
RSSI: -83 [da:0c:ae:c1:04:da]
RSSI: -67 [da:12:53:71:13:4c]
RSSI: -81 [da:0c:ae:c1:04:da]
RSSI: -91 [da:0a:ca:d5:08:1b]
RSSI: -65 [da:12:53:7e:13:7c]
RSSI: -65 [da:12:53:7e:13:7c]
RSSI: -80 [da:0c:ae:d2:05:0a]
RSSI: -66 [da:12:53:8c:13:ac]
RSSI: -95 [da:0f:b7:fe:0d:fe]
RSSI: -66 [da:12:53:8c:13:ac]
RSSI: -91 [da:0a:ca:ef:08:5b]
RSSI: -77 [da:0c:ae:e1:05:3a]
RSSI: -71 [da:12:53:9a:13:cc]
RSSI: -77 [da:0c:ae:ee:05:5a]
RSSI: -77 [da:0c:ae:ee:05:5a]
RSSI: -74 [da:12:53:b5:14:2c]
RSSI: -78 [da:12:53:b5:14:2c]
RSSI: -74 [da:0c:af:0e:05:ba]
RSSI: -92 [da:0a:cb:24:08:fb]
RSSI: -74 [da:0c:af:1b:05:da]
RSSI: -74 [da:0c:af:1b:05:da]
RSSI: -81 [da:12:53:d0:14:7c]
RSSI: -73 [da:0c:af:2b:06:0a]
RSSI: -73 [da:0c:af:2b:06:0a]
RSSI: -73 [da:0c:af:3b:06:3a]
RSSI: -92 [da:0a:cb:4c:09:6b]
RSSI: -73 [da:0c:af:47:06:5a]
RSSI: -75 [da:12:53:fa:15:0c]
RSSI: -72 [da:0c:af:47:06:5a]
RSSI: -74 [da:12:53:fa:15:0c]
RSSI: -73 [da:12:54:08:15:2c]
RSSI: -72 [da:0c:af:57:06:8a]
RSSI: -76 [da:12:54:08:15:2c]
RSSI: -74 [da:12:54:17:15:5c]
RSSI: -72 [da:0c:af:67:06:ba]
RSSI: -76 [da:12:54:17:15:5c]
RSSI: -72 [da:0c:af:67:06:ba]
RSSI: -92 [da:0a:cb:80:0a:0b]
RSSI: -77 [da:12:54:23:15:8c]
RSSI: -72 [da:0c:af:74:06:da]
RSSI: -72 [da:0c:af:74:06:da]
RSSI: -84 [da:12:54:32:15:bc]
RSSI: -71 [da:0c:af:84:07:0a]
RSSI: -81 [da:12:54:40:15:dc]
RSSI: -72 [da:0c:af:94:07:3a]
RSSI: -70 [da:0c:af:94:07:3a]
RSSI: -71 [da:0c:af:94:07:3a]
RSSI: -80 [da:12:54:4d:16:0c]
RSSI: -79 [da:12:54:4d:16:0c]
RSSI: -73 [da:0c:af:a1:07:5a]
RSSI: -89 [da:0a:cb:b5:0a:ab]
RSSI: -77 [da:12:54:5c:16:3c]
RSSI: -72 [da:0c:af:b1:07:8a]
RSSI: -79 [da:12:54:5c:16:3c]
RSSI: -89 [da:0a:cb:c2:0a:cb]
RSSI: -79 [da:12:54:6a:16:6c]
RSSI: -73 [da:0c:af:c1:07:ba]
RSSI: -80 [da:12:54:77:00:0c]
RSSI: -80 [da:12:54:77:00:0c]
RSSI: -75 [da:0c:af:cd:07:da]
RSSI: -80 [da:12:54:85:00:2c]
RSSI: -92 [da:0a:cb:ea:0b:4b]
RSSI: -77 [da:0c:af:de:08:0a]
RSSI: -75 [da:0c:af:de:08:0a]
RSSI: -75 [da:0c:af:de:08:0a]
RSSI: -77 [da:0c:af:ee:08:3a]
RSSI: -79 [da:12:54:a0:00:8c]
RSSI: -78 [da:0c:af:ee:08:3a]
RSSI: -80 [da:12:54:a0:00:8c]
RSSI: -88 [da:0a:cc:04:0b:8b]
RSSI: -78 [da:12:54:af:00:bc]
RSSI: -80 [da:0c:af:fa:08:5a]
RSSI: -92 [da:0a:cc:04:0b:8b]
RSSI: -78 [da:12:54:af:00:bc]
RSSI: -81 [da:0c:af:fa:08:5a]
RSSI: -87 [da:0a:cc:12:0b:bb]
RSSI: -82 [da:12:54:bd:00:ec]
RSSI: -84 [da:0c:b0:0a:08:8a]
RSSI: -77 [da:12:54:bd:00:ec]
RSSI: -89 [da:0a:cc:1e:0b:db]
RSSI: -85 [da:0c:b0:1a:08:ba]
RSSI: -82 [da:12:54:ca:01:0c]
RSSI: -86 [da:0c:b0:1a:08:ba]
RSSI: -77 [da:12:54:d8:01:3c]
RSSI: -76 [da:12:54:e7:01:6c]
RSSI: -75 [da:12:54:e7:01:6c]
RSSI: -86 [da:0c:b0:37:09:0a]
RSSI: -80 [da:12:54:f3:01:8c]
RSSI: -75 [da:12:55:02:01:bc]
RSSI: -82 [da:0c:b0:54:09:5a]
RSSI: -79 [da:12:55:02:01:bc]
RSSI: -83 [da:0c:b0:54:09:5a]
RSSI: -78 [da:12:55:10:01:ec]
RSSI: -76 [da:12:55:10:01:ec]
RSSI: -84 [da:0c:b0:64:09:8a]
RSSI: -83 [da:0c:b0:64:09:8a]
RSSI: -79 [da:12:55:1d:02:1c]
RSSI: -85 [da:0c:b0:74:09:ba]
RSSI: -78 [da:12:55:2b:02:4c]
RSSI: -86 [da:0c:b0:80:09:da]
RSSI: -77 [da:12:55:3a:02:6c]
RSSI: -88 [da:0c:b0:91:0a:0a]
RSSI: -80 [da:12:55:46:02:9c]
RSSI: -79 [da:12:55:46:02:9c]
RSSI: -89 [da:0c:b0:a1:0a:2a]
RSSI: -79 [da:12:55:55:02:cc]
RSSI: -81 [da:12:55:55:02:cc]
RSSI: -81 [da:12:55:63:02:fc]
RSSI: -80 [da:12:55:63:02:fc]
RSSI: -89 [da:0c:b0:bd:0a:8a]
RSSI: -84 [da:12:55:70:03:1c]
RSSI: -83 [da:12:55:70:03:1c]
RSSI: -82 [da:12:55:7f:03:4c]
RSSI: -89 [da:0c:b0:da:0a:da]
RSSI: -82 [da:12:55:8d:03:7c]
RSSI: -88 [da:0c:b0:da:0a:da]
RSSI: -82 [da:12:55:9a:03:9c]
RSSI: -90 [da:0c:b0:ea:0a:fa]
RSSI: -86 [da:12:55:a8:03:cc]
RSSI: -82 [da:12:55:a8:03:cc]
RSSI: -83 [da:12:55:b7:03:fc]
RSSI: -89 [da:12:55:c3:04:1c]
RSSI: -92 [da:0c:b1:27:0b:aa]
RSSI: -89 [da:12:55:e0:04:7c]
RSSI: -88 [da:12:55:e0:04:7c]
RSSI: -86 [da:12:55:ed:04:9c]
RSSI: -92 [da:0c:b1:44:0b:fa]
RSSI: -84 [da:12:55:fc:04:cc]
RSSI: -85 [da:12:56:0a:04:fc]
RSSI: -89 [da:12:56:25:05:5c]
RSSI: -85 [da:12:56:34:05:7c]
RSSI: -90 [da:0c:b1:8d:0c:ca]
RSSI: -82 [da:12:56:40:05:ac]
RSSI: -87 [da:12:56:4f:05:dc]
RSSI: -89 [da:12:56:4f:05:dc]
RSSI: -81 [da:12:56:5d:06:0c]
RSSI: -82 [da:12:56:6a:06:2c]
RSSI: -82 [da:12:56:6a:06:2c]
RSSI: -83 [da:12:56:79:06:5c]
RSSI: -88 [da:12:56:87:06:8c]
RSSI: -90 [da:0c:b1:da:0d:aa]
RSSI: -82 [da:12:56:94:06:ac]
RSSI: -88 [da:0c:b1:e7:0d:ca]
RSSI: -79 [da:12:56:a2:06:dc]
RSSI: -85 [da:12:56:b1:07:0c]
RSSI: -85 [da:12:56:b1:07:0c]
RSSI: -82 [da:12:56:be:07:3c]
RSSI: -89 [da:0c:b2:14:0e:4a]
RSSI: -79 [da:12:56:cc:07:6c]
RSSI: -80 [da:12:56:db:07:9c]
RSSI: -85 [da:12:56:e7:07:bc]
RSSI: -87 [da:12:56:e7:07:bc]
RSSI: -82 [da:12:56:f6:07:ec]
RSSI: -86 [da:12:56:f6:07:ec]
RSSI: -86 [da:12:56:f6:07:ec]
RSSI: -84 [da:12:57:05:08:1c]
RSSI: -85 [da:12:57:20:08:7c]
RSSI: -84 [da:12:57:2e:08:ac]
RSSI: -87 [da:12:57:3b:08:cc]
RSSI: -83 [da:12:57:4a:08:fc]
RSSI: -84 [da:12:57:58:09:2c]
RSSI: -91 [da:0c:b2:ab:0f:fa]
RSSI: -87 [da:12:57:65:09:5c]
RSSI: -81 [da:12:57:73:09:7c]
RSSI: -82 [da:12:57:73:09:7c]
RSSI: -82 [da:12:57:82:09:ac]
RSSI: -78 [da:12:57:82:09:ac]
RSSI: -90 [da:0c:b2:d8:10:7a]
RSSI: -77 [da:12:57:8f:09:dc]
RSSI: -81 [da:12:57:8f:09:dc]
RSSI: -75 [da:12:57:9d:0a:0c]
RSSI: -75 [da:12:57:9d:0a:0c]
RSSI: -74 [da:12:57:9d:0a:0c]
RSSI: -74 [da:12:57:ac:0a:3c]
RSSI: -76 [da:12:57:b8:0a:5c]
RSSI: -73 [da:12:57:c7:0a:8c]
RSSI: -76 [da:12:57:c7:0a:8c]
RSSI: -76 [da:12:57:d6:0a:bc]
RSSI: -75 [da:12:57:d6:0a:bc]
RSSI: -76 [da:12:57:e2:0a:ec]
RSSI: -78 [da:12:57:f1:0b:1c]
RSSI: -91 [da:0a:cf:56:15:4b]
RSSI: -75 [da:12:58:00:0b:4c]
RSSI: -75 [da:12:58:00:0b:4c]
RSSI: -76 [da:12:58:0c:0b:6c]
RSSI: -92 [da:0a:cf:71:15:9b]
RSSI: -75 [da:12:58:0c:0b:6c]
RSSI: -75 [da:12:58:1b:0b:9c]
RSSI: -76 [da:12:58:1b:0b:9c]
RSSI: -78 [da:12:58:29:0b:cc]
RSSI: -76 [da:12:58:29:0b:cc]
RSSI: -81 [da:12:58:36:0b:fc]
RSSI: -79 [da:12:58:45:0c:2c]
RSSI: -89 [da:0a:cf:a6:16:3b]
RSSI: -79 [da:12:58:45:0c:2c]
RSSI: -80 [da:12:58:45:0c:2c]
RSSI: -90 [da:0a:cf:a6:16:3b]
RSSI: -80 [da:12:58:53:0c:5c]
RSSI: -76 [da:12:58:60:0c:7c]
RSSI: -78 [da:12:58:60:0c:7c]
RSSI: -87 [da:0a:cf:c1:00:2b]
RSSI: -78 [da:12:58:6f:0c:ac]
RSSI: -90 [da:0a:cf:ce:00:5b]
RSSI: -88 [da:0a:cf:ce:00:5b]
RSSI: -76 [da:12:58:6f:0c:ac]
RSSI: -88 [da:0a:cf:ce:00:5b]
RSSI: -79 [da:12:58:7d:0c:dc]
RSSI: -80 [da:12:58:7d:0c:dc]
RSSI: -87 [da:0a:cf:e9:00:9b]
RSSI: -84 [da:12:58:8a:0d:0c]
RSSI: -87 [da:0a:cf:e9:00:9b]
RSSI: -85 [da:12:58:a7:0d:5c]
RSSI: -89 [da:0a:d0:03:00:eb]
RSSI: -89 [da:0c:b3:f3:13:9a]
RSSI: -83 [da:12:58:a7:0d:5c]
RSSI: -87 [da:0a:d0:03:00:eb]
RSSI: -89 [da:0c:b4:0c:13:da]
RSSI: -86 [da:0a:d0:1e:01:3b]
RSSI: -86 [da:0a:d0:2b:01:6b]
RSSI: -92 [da:0c:b4:19:13:fa]
RSSI: -84 [da:0a:d0:39:01:8b]
RSSI: -89 [da:12:58:de:0e:0c]
RSSI: -81 [da:0a:d0:47:01:bb]
RSSI: -82 [da:0a:d0:53:01:db]
RSSI: -81 [da:0a:d0:53:01:db]
RSSI: -89 [da:0c:b4:4c:14:8a]
RSSI: -92 [da:0c:b4:59:14:ba]
RSSI: -79 [da:0a:d0:6f:02:2b]
RSSI: -88 [da:0c:b4:66:14:da]
RSSI: -92 [da:0c:b4:72:14:fa]
RSSI: -80 [da:0a:d0:7b:02:5b]
RSSI: -90 [da:0c:b4:7f:15:1a]
RSSI: -81 [da:0a:d0:89:02:7b]
RSSI: -80 [da:0a:d0:89:02:7b]
RSSI: -78 [da:0a:d0:97:02:ab]
RSSI: -78 [da:0a:d0:97:02:ab]
RSSI: -79 [da:0a:d0:97:02:ab]
RSSI: -88 [da:0c:b4:8c:15:3a]
RSSI: -85 [da:12:59:41:0f:4c]
RSSI: -80 [da:0a:d0:a3:02:cb]
RSSI: -78 [da:0a:d0:a3:02:cb]
RSSI: -85 [da:12:59:4f:0f:7c]
RSSI: -80 [da:0a:d0:b1:02:eb]
RSSI: -87 [da:12:59:4f:0f:7c]
RSSI: -89 [da:0c:b4:a5:15:8a]
RSSI: -79 [da:0a:d0:b1:02:eb]
RSSI: -80 [da:0a:d0:b1:02:eb]
RSSI: -78 [da:0a:d0:bf:03:1b]
RSSI: -82 [da:0a:d0:bf:03:1b]
RSSI: -80 [da:0a:d0:cc:03:3b]
RSSI: -86 [da:0c:b4:bf:15:ca]
RSSI: -78 [da:0a:d0:cc:03:3b]
RSSI: -81 [da:0a:d0:d9:03:6b]
RSSI: -79 [da:12:59:86:10:2c]
RSSI: -87 [da:0c:b4:d8:16:1a]
RSSI: -83 [da:12:59:86:10:2c]
RSSI: -82 [da:0a:d0:e7:03:8b]
RSSI: -84 [da:12:59:95:10:5c]
RSSI: -80 [da:0a:d0:f4:03:bb]
RSSI: -80 [da:12:59:95:10:5c]
RSSI: -82 [da:12:59:a3:10:8c]
RSSI: -81 [da:12:59:a3:10:8c]
RSSI: -81 [da:0a:d1:02:03:db]
RSSI: -81 [da:12:59:a3:10:8c]
RSSI: -91 [da:0c:b4:fe:00:4a]
RSSI: -82 [da:0a:d1:0f:04:0b]
RSSI: -82 [da:12:59:b0:10:ac]
RSSI: -83 [da:0a:d1:0f:04:0b]
RSSI: -90 [da:0c:b5:0b:00:6a]
RSSI: -82 [da:0a:d1:1c:04:2b]
RSSI: -82 [da:12:59:bf:10:dc]
RSSI: -83 [da:0a:d1:1c:04:2b]
RSSI: -84 [da:0a:d1:2a:04:5b]
RSSI: -85 [da:12:59:cd:11:0c]
RSSI: -90 [da:0c:b5:18:00:9a]
RSSI: -85 [da:0a:d1:2a:04:5b]
RSSI: -88 [da:0c:b5:25:00:ba]
RSSI: -86 [da:0a:d1:37:04:7b]
RSSI: -87 [da:0a:d1:37:04:7b]
RSSI: -88 [da:12:59:da:11:3c]
RSSI: -91 [da:0c:b5:31:00:da]
RSSI: -90 [da:0a:d1:52:04:cb]
RSSI: -80 [da:12:59:f7:11:8c]
RSSI: -72 [da:12:59:f7:11:8c]
RSSI: -86 [da:0c:b5:4b:01:2a]
RSSI: -91 [da:0f:be:6b:0a:3e]
RSSI: -77 [da:12:5a:04:11:bc]
RSSI: -75 [da:12:5a:13:11:ec]
RSSI: -69 [da:12:5a:21:12:1c]
