 -81 [da:09:af:f3:0f:7c]
RSSI: -78 [da:0a:64:f1:07:fc]
RSSI: -78 [da:0a:64:f1:07:fc]
RSSI: -79 [da:0a:64:fe:08:1c]
RSSI: -79 [da:0a:64:fe:08:1c]
RSSI: -77 [da:0a:65:0b:08:4c]
RSSI: -83 [da:0a:65:0b:08:4c]
RSSI: -80 [da:0a:65:17:08:6c]
RSSI: -78 [da:0a:65:17:08:6c]
RSSI: -91 [da:4f:b5:64:16:7b]
RSSI: -80 [da:0a:65:24:08:9c]
RSSI: -78 [da:0a:65:31:08:bc]
RSSI: -83 [da:0a:65:31:08:bc]
RSSI: -78 [da:0a:65:3d:08:ec]
RSSI: -78 [da:0a:65:3d:08:ec]
RSSI: -78 [da:0a:65:3d:08:ec]
RSSI: -81 [da:0a:65:4a:09:0c]
RSSI: -78 [da:0a:65:4a:09:0c]
RSSI: -80 [da:0a:65:57:09:2c]
RSSI: -80 [da:0a:65:57:09:2c]
RSSI: -80 [da:0a:65:63:09:5c]
RSSI: -80 [da:0a:65:63:09:5c]
RSSI: -83 [da:0a:65:63:09:5c]
RSSI: -83 [da:0a:65:70:09:7c]
RSSI: -85 [da:0a:65:70:09:7c]
RSSI: -89 [da:0a:65:7d:09:ac]
RSSI: -93 [da:4f:b5:b7:00:fb]
RSSI: -85 [da:0a:65:7d:09:ac]
RSSI: -81 [da:0a:65:96:09:fc]
RSSI: -87 [da:0a:65:96:09:fc]
RSSI: -87 [da:0a:65:a3:0a:1c]
RSSI: -78 [da:0a:65:a3:0a:1c]
RSSI: -88 [da:4f:b5:e0:01:7b]
RSSI: -81 [da:0a:65:b0:0a:4c]
RSSI: -89 [da:4f:b5:ed:01:9b]
RSSI: -76 [da:0a:65:bc:0a:6c]
RSSI: -89 [da:4f:b5:fb:01:cb]
RSSI: -79 [da:0a:65:c9:0a:9c]
RSSI: -76 [da:0a:65:c9:0a:9c]
RSSI: -84 [da:4f:b6:0a:01:fb]
RSSI: -78 [da:0a:65:d6:0a:bc]
RSSI: -83 [da:4f:b6:16:02:1b]
RSSI: -77 [da:0a:65:e2:0a:ec]
RSSI: -84 [da:4f:b6:16:02:1b]
RSSI: -76 [da:0a:65:ef:0b:0c]
RSSI: -86 [da:4f:b6:25:02:4b]
RSSI: -76 [da:0a:65:ef:0b:0c]
RSSI: -82 [da:0a:65:fc:0b:3c]
RSSI: -86 [da:4f:b6:33:02:6b]
RSSI: -75 [da:0a:65:fc:0b:3c]
RSSI: -82 [da:4f:b6:40:02:9b]
RSSI: -86 [da:4f:b6:40:02:9b]
RSSI: -85 [da:4f:b6:4e:02:bb]
RSSI: -74 [da:0a:66:15:0b:8c]
RSSI: -82 [da:4f:b6:4e:02:bb]
RSSI: -85 [da:4f:b6:5d:02:eb]
RSSI: -79 [da:0a:66:22:0b:ac]
RSSI: -86 [da:4f:b6:5d:02:eb]
RSSI: -74 [da:0a:66:22:0b:ac]
RSSI: -78 [da:0a:66:2f:0b:cc]
RSSI: -79 [da:0a:66:2f:0b:cc]
RSSI: -86 [da:4f:b6:69:03:0b]
RSSI: -74 [da:0a:66:3c:0b:fc]
RSSI: -82 [da:4f:b6:78:03:3b]
RSSI: -81 [da:0a:66:48:0c:1c]
RSSI: -88 [da:4f:b6:86:03:6b]
RSSI: -75 [da:0a:66:48:0c:1c]
RSSI: -78 [da:0a:66:55:0c:4c]
RSSI: -78 [da:0a:66:55:0c:4c]
RSSI: -82 [da:0a:66:55:0c:4c]
RSSI: -88 [da:4f:b6:93:03:8b]
RSSI: -89 [da:4f:b6:93:03:8b]
RSSI: -76 [da:0a:66:62:0c:6c]
RSSI: -83 [da:4f:b6:a1:03:bb]
RSSI: -85 [da:0a:66:6e:0c:9c]
RSSI: -88 [da:4f:b6:a1:03:bb]
RSSI: -80 [da:0a:66:6e:0c:9c]
RSSI: -76 [da:0a:66:7b:0c:bc]
RSSI: -84 [da:4f:b6:af:03:eb]
RSSI: -76 [da:0a:66:7b:0c:bc]
RSSI: -82 [da:0a:66:88:0c:ec]
RSSI: -81 [da:0a:66:95:0d:0c]
RSSI: -88 [da:4f:b6:d9:04:6b]
RSSI: -76 [da:0a:66:a1:0d:3c]
RSSI: -79 [da:0a:66:ae:0d:5c]
RSSI: -79 [da:0a:66:bb:0d:8c]
RSSI: -77 [da:0a:66:c7:0d:ac]
RSSI: -77 [da:0a:66:d4:0d:dc]
RSSI: -79 [da:0a:66:e1:0d:fc]
RSSI: -75 [da:0a:66:e1:0d:fc]
RSSI: -74 [da:0a:66:ee:0e:2c]
RSSI: -73 [da:0a:66:fb:0e:4c]
RSSI: -76 [da:0a:67:07:0e:7c]
RSSI: -76 [da:0a:67:07:0e:7c]
RSSI: -73 [da:0a:67:07:0e:7c]
RSSI: -91 [da:4f:b7:47:05:ab]
RSSI: -73 [da:0a:67:14:0e:9c]
RSSI: -74 [da:0a:67:21:0e:cc]
RSSI: -76 [da:0a:67:2e:0e:ec]
RSSI: -77 [da:0a:67:2e:0e:ec]
RSSI: -77 [da:0a:67:3a:0f:1c]
RSSI: -74 [da:0a:67:47:0f:3c]
RSSI: -94 [da:4f:b7:7f:06:5b]
RSSI: -75 [da:0a:67:54:0f:6c]
RSSI: -75 [da:0a:67:54:0f:6c]
RSSI: -74 [da:0a:67:61:0f:8c]
RSSI: -74 [da:0a:67:6d:0f:bc]
RSSI: -75 [da:0a:67:7a:0f:dc]
RSSI: -75 [da:0a:67:87:0f:fc]
RSSI: -76 [da:0a:67:94:10:2c]
RSSI: -77 [da:0a:67:a1:10:4c]
RSSI: -92 [da:4f:b7:df:07:7b]
RSSI: -78 [da:0a:67:ad:10:7c]
RSSI: -77 [da:0a:67:ba:10:9c]
RSSI: -91 [da:4f:b7:ed:07:9b]
RSSI: -76 [da:0a:67:c7:10:cc]
RSSI: -91 [da:4f:b8:08:07:fb]
RSSI: -79 [da:0a:67:e1:11:1c]
RSSI: -94 [da:4f:b8:17:08:1b]
RSSI: -83 [da:0a:67:ed:11:3c]
RSSI: -97 [da:4f:b8:41:08:9b]
RSSI: -87 [da:0a:68:07:11:8c]
RSSI: -88 [da:0a:68:14:11:bc]
RSSI: -93 [da:4f:b8:5c:08:eb]
RSSI: -95 [da:51:9c:79:00:6a]
RSSI: -84 [da:0a:68:2d:12:0c]
RSSI: -85 [da:0a:68:3a:12:2c]
RSSI: -82 [da:0a:68:47:12:4c]
RSSI: -84 [da:0a:68:54:12:7c]
RSSI: -79 [da:0a:68:60:12:9c]
RSSI: -82 [da:0a:68:6d:12:bc]
RSSI: -81 [da:0a:68:7a:12:ec]
RSSI: -94 [da:51:9c:c8:01:4a]
RSSI: -76 [da:0a:68:87:13:0c]
RSSI: -80 [da:0a:68:94:13:3c]
RSSI: -76 [da:0a:68:a0:13:5c]
RSSI: -94 [da:4f:b8:d9:0a:6b]
RSSI: -76 [da:0a:68:ad:13:7c]
RSSI: -83 [da:0a:68:ba:13:ac]
RSSI: -93 [da:51:9d:17:02:2a]
RSSI: -90 [da:4f:b9:02:0a:eb]
RSSI: -75 [da:0a:68:d4:13:fc]
RSSI: -91 [da:4f:b9:11:0b:1b]
RSSI: -75 [da:0a:68:ed:14:3c]
RSSI: -91 [da:4f:b9:2c:0b:6b]
RSSI: -75 [da:0a:68:fa:14:6c]
RSSI: -82 [da:0a:69:07:14:8c]
RSSI: -79 [da:0a:69:14:14:bc]
RSSI: -79 [da:0a:69:21:14:dc]
RSSI: -83 [da:0a:69:2d:14:fc]
RSSI: -77 [da:0a:69:47:15:4c]
RSSI: -76 [da:0a:69:47:15:4c]
RSSI: -83 [da:0a:69:54:15:7c]
RSSI: -75 [da:0a:69:61:15:9c]
RSSI: -70 [da:0a:69:6e:15:bc]
RSSI: -70 [da:0a:69:6e:15:bc]
RSSI: -74 [da:0a:69:7a:15:ec]
RSSI: -69 [da:0a:69:87:16:0c]
RSSI: -67 [da:0a:69:94:16:3c]
RSSI: -67 [da:0a:69:94:16:3c]
RSSI: -68 [da:0a:69:94:16:3c]
RSSI: -70 [da:0a:69:a1:16:5c]
RSSI: -67 [da:0a:69:ae:00:0c]
RSSI: -66 [da:0a:69:bb:00:2c]
RSSI: -67 [da:0a:69:bb:00:2c]
RSSI: -68 [da:0a:69:c7:00:4c]
RSSI: -66 [da:0a:69:d4:00:7c]
RSSI: -66 [da:0a:69:e1:00:9c]
RSSI: -67 [da:0a:69:e1:00:9c]
RSSI: -68 [da:0a:69:ee:00:cc]
RSSI: -68 [da:0a:69:ee:00:cc]
RSSI: -68 [da:0a:69:fb:00:ec]
RSSI: -68 [da:0a:6a:08:01:0c]
RSSI: -69 [da:0a:6a:08:01:0c]
RSSI: -70 [da:0a:6a:15:01:3c]
RSSI: -69 [da:0a:6a:15:01:3c]
RSSI: -72 [da:0a:6a:22:01:5c]
RSSI: -72 [da:0a:6a:2f:01:8c]
RSSI: -76 [da:0a:6a:2f:01:8c]
RSSI: -75 [da:0a:6a:3b:01:ac]
RSSI: -76 [da:0a:6a:3b:01:ac]
RSSI: -82 [da:0a:6a:48:01:cc]
RSSI: -82 [da:0a:6a:55:01:fc]
RSSI: -88 [da:0a:6a:62:02:1c]
RSSI: -80 [da:0a:6a:6f:02:4c]
RSSI: -81 [da:0a:6a:7c:02:6c]
RSSI: -78 [da:0a:6a:7c:02:6c]
RSSI: -75 [da:0a:6a:88:02:9c]
RSSI: -80 [da:0a:6a:88:02:9c]
RSSI: -77 [da:0a:6a:96:02:bc]
RSSI: -77 [da:0a:6a:96:02:bc]
RSSI: -80 [da:0a:6a:a2:02:dc]
RSSI: -77 [da:0a:6a:a2:02:dc]
RSSI: -74 [da:0a:6a:af:03:0c]
RSSI: -81 [da:0a:6a:af:03:0c]
RSSI: -79 [da:0a:6a:bc:03:2c]
RSSI: -76 [da:0a:6a:bc:03:2c]
RSSI: -86 [da:0a:6a:c9:03:5c]
RSSI: -81 [da:0a:6a:c9:03:5c]
RSSI: -78 [da:0a:6a:d6:03:7c]
RSSI: -86 [da:0a:6a:d6:03:7c]
RSSI: -80 [da:0a:6a:e3:03:ac]
RSSI: -76 [da:0a:6a:e3:03:ac]
RSSI: -82 [da:0a:6a:f0:03:cc]
RSSI: -77 [da:0a:6a:f0:03:cc]
RSSI: -76 [da:0a:6a:fc:03:fc]
RSSI: -83 [da:0a:6a:fc:03:fc]
RSSI: -77 [da:0a:6b:0a:04:1c]
RSSI: -76 [da:0a:6b:0a:04:1c]
RSSI: -85 [da:0a:6b:17:04:4c]
RSSI: -79 [da:0a:6b:17:04:4c]
RSSI: -77 [da:0a:6b:23:04:6c]
RSSI: -86 [da:0a:6b:23:04:6c]
RSSI: -84 [da:0a:6b:30:04:9c]
RSSI: -79 [da:0a:6b:30:04:9c]
RSSI: -86 [da:0a:6b:3d:04:bc]
RSSI: -85 [da:0a:6b:3d:04:bc]
RSSI: -91 [da:0a:6b:3d:04:bc]
RSSI: -82 [da:0a:6b:4a:04:dc]
RSSI: -85 [da:0a:6b:57:05:0c]
RSSI: -89 [da:0a:6b:57:05:0c]
RSSI: -80 [da:0a:6b:64:05:2c]
RSSI: -80 [da:0a:6b:64:05:2c]
RSSI: -89 [da:0a:6b:71:05:5c]
RSSI: -78 [da:0a:6b:7e:05:7c]
RSSI: -82 [da:0a:6b:7e:05:7c]
RSSI: -86 [da:0a:6b:8b:05:ac]
RSSI: -78 [da:0a:6b:8b:05:ac]
RSSI: -84 [da:0a:6b:97:05:cc]
RSSI: -85 [da:0a:6b:97:05:cc]
RSSI: -80 [da:0a:6b:a4:05:fc]
RSSI: -78 [da:0a:6b:a4:05:fc]
RSSI: -84 [da:0a:6b:b1:06:1c]
RSSI: -82 [da:0a:6b:b1:06:1c]
RSSI: -85 [da:0a:6b:cb:06:6c]
RSSI: -80 [da:0a:6b:cb:06:6c]
RSSI: -83 [da:0a:6b:e5:06:bc]
RSSI: -79 [da:0a:6b:f2:06:ec]
RSSI: -96 [da:51:a0:43:0b:1a]
RSSI: -80 [da:0a:6b:ff:07:0c]
RSSI: -82 [da:0a:6b:ff:07:0c]
RSSI: -81 [da:0a:6c:0c:07:3c]
RSSI: -78 [da:0a:6c:19:07:5c]
RSSI: -81 [da:0a:6c:26:07:8c]
RSSI: -80 [da:0a:6c:26:07:8c]
RSSI: -80 [da:0a:6c:32:07:ac]
RSSI: -76 [da:0a:6c:40:07:dc]
RSSI: -78 [da:0a:6c:4d:07:fc]
RSSI: -76 [da:0a:6c:4d:07:fc]
RSSI: -78 [da:0a:6c:59:08:2c]
RSSI: -80 [da:0a:6c:66:08:4c]
RSSI: -77 [da:0a:6c:73:08:7c]
RSSI: -80 [da:0a:6c:80:08:9c]
RSSI: -84 [da:0a:6c:8d:08:cc]
RSSI: -93 [da:4f:bc:c6:16:2b]
RSSI: -78 [da:0a:6c:9a:08:ec]
RSSI: -77 [da:0a:6c:a7:09:1c]
RSSI: -78 [da:0a:6c:a7:09:1c]
RSSI: -79 [da:0a:6c:a7:09:1c]
RSSI: -81 [da:0a:6c:b4:09:3c]
RSSI: -92 [da:51:a1:0a:0d:5a]
RSSI: -82 [da:0a:6c:c1:09:6c]
RSSI: -84 [da:0a:6c:ce:09:8c]
RSSI: -87 [da:0a:6c:ce:09:8c]
RSSI: -85 [da:0a:6c:db:09:bc]
RSSI: -85 [da:0a:6c:db:09:bc]
RSSI: -92 [da:4f:bd:29:00:cb]
RSSI: -87 [da:0a:6c:f5:0a:0c]
RSSI: -92 [da:4f:bd:29:00:cb]
RSSI: -89 [da:0a:6c:f5:0a:0c]
RSSI: -80 [da:0a:6d:02:0a:2c]
RSSI: -84 [da:0a:6d:0f:0a:5c]
RSSI: -91 [da:4f:bd:44:01:2b]
RSSI: -90 [da:4f:bd:53:01:4b]
RSSI: -81 [da:0a:6d:1c:0a:7c]
RSSI: -88 [da:4f:bd:61:01:7b]
RSSI: -76 [da:0a:6d:29:0a:ac]
RSSI: -79 [da:0a:6d:36:0a:cc]
RSSI: -79 [da:0a:6d:36:0a:cc]
RSSI: -87 [da:4f:bd:6e:01:9b]
RSSI: -77 [da:0a:6d:50:0b:1c]
RSSI: -83 [da:0a:6d:50:0b:1c]
RSSI: -76 [da:0a:6d:5d:0b:4c]
RSSI: -78 [da:0a:6d:5d:0b:4c]
RSSI: -81 [da:0a:6d:69:0b:6c]
RSSI: -86 [da:4f:bd:98:02:1b]
RSSI: -81 [da:0a:6d:69:0b:6c]
RSSI: -75 [da:0a:6d:69:0b:6c]
RSSI: -86 [da:4f:bd:98:02:1b]
RSSI: -75 [da:0a:6d:69:0b:6c]
RSSI: -82 [da:4f:bd:af:02:5b]
RSSI: -78 [da:0a:6d:77:0b:9c]
RSSI: -85 [da:4f:bd:af:02:5b]
RSSI: -80 [da:0a:6d:77:0b:9c]
RSSI: -74 [da:0a:6d:84:0b:cc]
RSSI: -79 [da:0a:6d:90:0b:ec]
RSSI: -75 [da:0a:6d:90:0b:ec]
RSSI: -82 [da:4f:bd:cc:02:bb]
RSSI: -78 [da:0a:6d:9e:0c:1c]
RSSI: -80 [da:0a:6d:9e:0c:1c]
RSSI: -74 [da:0a:6d:ab:0c:3c]
RSSI: -77 [da:0a:6d:ab:0c:3c]
RSSI: -81 [da:0a:6d:b7:0c:6c]
RSSI: -76 [da:0a:6d:b7:0c:6c]
RSSI: -81 [da:4f:bd:f9:03:3b]
RSSI: -83 [da:0a:6d:c5:0c:8c]
RSSI: -87 [da:4f:bd:f9:03:3b]
RSSI: -86 [da:4f:be:09:03:6b]
RSSI: -79 [da:0a:6d:d2:0c:bc]
RSSI: -86 [da:4f:be:09:03:6b]
RSSI: -82 [da:4f:be:09:03:6b]
RSSI: -75 [da:0a:6d:d2:0c:bc]
RSSI: -86 [da:0a:6d:de:0c:dc]
RSSI: -87 [da:4f:be:16:03:8b]
RSSI: -81 [da:0a:6d:de:0c:dc]
RSSI: -87 [da:4f:be:16:03:8b]
RSSI: -87 [da:4f:be:26:03:cb]
RSSI: -88 [da:4f:be:26:03:cb]
RSSI: -80 [da:0a:6d:f9:0d:2c]
RSSI: -75 [da:0a:6d:f9:0d:2c]
RSSI: -83 [da:4f:be:36:03:fb]
RSSI: -75 [da:0a:6d:f9:0d:2c]
RSSI: -88 [da:4f:be:36:03:fb]
RSSI: -79 [da:0a:6e:05:0d:5c]
RSSI: -85 [da:4f:be:42:04:1b]
RSSI: -87 [da:4f:be:52:04:4b]
RSSI: -78 [da:0a:6e:20:0d:ac]
RSSI: -78 [da:0a:6e:2c:0d:cc]
RSSI: -77 [da:0a:6e:2c:0d:cc]
RSSI: -79 [da:0a:6e:3a:0d:fc]
RSSI: -73 [da:0a:6e:53:0e:4c]
RSSI: -75 [da:0a:6e:61:0e:6c]
RSSI: -72 [da:0a:6e:61:0e:6c]
RSSI: -72 [da:0a:6e:6e:0e:9c]
RSSI: -73 [da:0a:6e:7a:0e:bc]
RSSI: -76 [da:0a:6e:88:0e:ec]
RSSI: -73 [da:0a:6e:88:0e:ec]
RSSI: -76 [da:0a:6e:95:0f:1c]
RSSI: -75 [da:0a:6e:95:0f:1c]
RSSI: -73 [da:0a:6e:a1:0f:3c]
RSSI: -75 [da:0a:6e:af:0f:6c]
RSSI: -73 [da:0a:6e:af:0f:6c]
RSSI: -75 [da:0a:6e:bc:0f:8c]
RSSI: -74 [da:0a:6e:bc:0f:8c]
RSSI: -72 [da:0a:6e:c9:0f:bc]
RSSI: -73 [da:0a:6e:c9:0f:bc]
RSSI: -73 [da:0a:6e:c9:0f:bc]
RSSI: -74 [da:0a:6e:d6:0f:dc]
RSSI: -73 [da:0a:6e:d6:0f:dc]
RSSI: -73 [da:0a:6e:e3:10:0c]
RSSI: -75 [da:0a:6e:e3:10:0c]
RSSI: -75 [da:0a:6e:f0:10:2c]
RSSI: -74 [da:0a:6e:f0:10:2c]
RSSI: -76 [da:0a:6e:fd:10:5c]
RSSI: -76 [da:0a:6e:fd:10:5c]
RSSI: -76 [da:0a:6e:fd:10:5c]
RSSI: -76 [da:0a:6f:0a:10:7c]
RSSI: -76 [da:0a:6f:0a:10:7c]
RSSI: -76 [da:0a:6f:17:10:ac]
RSSI: -77 [da:0a:6f:17:10:ac]
RSSI: -76 [da:0a:6f:24:10:cc]
RSSI: -76 [da:0a:6f:24:10:cc]
RSSI: -76 [da:0a:6f:31:10:fc]
RSSI: -76 [da:0a:6f:31:10:fc]
RSSI: -76 [da:0a:6f:31:10:fc]
RSSI: -78 [da:0a:6f:3e:11:1c]
RSSI: -79 [da:0a:6f:3e:11:1c]
RSSI: -80 [da:0a:6f:4b:11:4c]
RSSI: -82 [da:0a:6f:4b:11:4c]
RSSI: -84 [da:0a:6f:58:11:6c]
RSSI: -85 [da:0a:6f:72:11:bc]
RSSI: -94 [da:51:a3:d9:15:4a]
RSSI: -90 [da:0a:6f:8c:12:0c]
RSSI: -94 [da:4f:bf:c4:08:ab]
RSSI: -89 [da:0a:6f:9a:12:2c]
RSSI: -82 [da:0a:6f:a7:12:5c]
RSSI: -81 [da:0a:6f:b3:12:7c]
RSSI: -85 [da:0a:6f:c1:12:ac]
RSSI: -80 [da:0a:6f:ce:12:cc]
RSSI: -82 [da:0a:6f:ce:12:cc]
RSSI: -82 [da:0a:6f:db:12:ec]
RSSI: -82 [da:0a:6f:db:12:ec]
RSSI: -77 [da:0a:6f:e8:13:1c]
RSSI: -77 [da:0a:6f:f5:13:3c]
RSSI: -76 [da:0a:6f:f5:13:3c]
RSSI: -82 [da:0a:70:02:13:6c]
RSSI: -78 [da:0a:70:02:13:6c]
RSSI: -77 [da:0a:70:0f:13:8c]
RSSI: -86 [da:0a:70:0f:13:8c]
RSSI: -79 [da:0a:70:1c:13:bc]
RSSI: -78 [da:0a:70:1c:13:bc]
RSSI: -87 [da:0a:70:29:13:dc]
RSSI: -77 [da:0a:70:29:13:dc]
RSSI: -76 [da:0a:70:36:14:0c]
RSSI: -76 [da:0a:70:44:14:2c]
RSSI: -76 [da:0a:70:44:14:2c]
RSSI: -76 [da:0a:70:44:14:2c]
RSSI: -76 [da:0a:70:44:14:2c]
RSSI: -82 [da:0a:70:50:14:5c]
RSSI: -75 [da:0a:70:50:14:5c]
RSSI: -77 [da:0a:70:5e:14:7c]
RSSI: -79 [da:0a:70:5e:14:7c]
RSSI: -91 [da:51:a4:b0:01:aa]
RSSI: -77 [da:0a:70:6b:14:ac]
RSSI: -79 [da:0a:70:6b:14:ac]
RSSI: -91 [da:4f:c0:a5:0b:4b]
RSSI: -81 [da:0a:70:85:14:fc]
RSSI: -92 [da:4f:c0:c3:0b:ab]
RSSI: -81 [da:0a:70:85:14:fc]
RSSI: -91 [da:4f:c0:d0:0b:cb]
RSSI: -77 [da:0a:70:9f:15:3c]
RSSI: -84 [da:0a:70:ac:15:6c]
RSSI: -73 [da:0a:70:b9:15:9c]
RSSI: -75 [da:0a:70:b9:15:9c]
RSSI: -74 [da:0a:70:b9:15:9c]
RSSI: -72 [da:0a:70:c6:15:bc]
RSSI: -71 [da:0a:70:d4:15:ec]
RSSI: -70 [da:0a:70:e1:16:0c]
RSSI: -95 [da:4f:c1:18:0c:ab]
RSSI: -69 [da:0a:70:ed:16:2c]
RSSI: -68 [da:0a:70:ed:16:2c]
RSSI: -68 [da:0a:70:fb:16:5c]
RSSI: -68 [da:0a:70:fb:16:5c]
RSSI: -69 [da:0a:70:fb:16:5c]
RSSI: -67 [da:0a:71:08:16:7c]
RSSI: -68 [da:0a:71:15:00:2c]
RSSI: -67 [da:0a:71:15:00:2c]
RSSI: -66 [da:0a:71:22:00:4c]
RSSI: -67 [da:0a:71:22:00:4c]
RSSI: -66 [da:0a:71:2f:00:7c]
RSSI: -66 [da:0a:71:41:00:ac]
RSSI: -66 [da:0a:71:41:00:ac]
RSSI: -68 [da:0a:71:52:00:dc]
RSSI: -67 [da:0a:71:52:00:dc]
RSSI: -69 [da:0a:71:5f:01:0c]
RSSI: -70 [da:0a:71:79:01:4c]
RSSI: -71 [da:0a:71:79:01:4c]
RSSI: -73 [da:0a:71:86:01:7c]
RSSI: -72 [da:0a:71:93:01:9c]
RSSI: -91 [da:51:a5:e4:05:0a]
RSSI: -82 [da:0a:71:a0:01:cc]
RSSI: -91 [da:51:a5:f2:05:2a]
RSSI: -83 [da:0a:71:ae:01:ec]
RSSI: -84 [da:0a:71:ae:01:ec]
RSSI: -84 [da:0a:71:ba:02:1c]
RSSI: -85 [da:0a:71:ba:02:1c]
RSSI: -81 [da:0a:71:c8:02:3c]
RSSI: -88 [da:51:a6:1a:05:9a]
RSSI: -88 [da:51:a6:1a:05:9a]
RSSI: -81 [da:0a:71:d5:02:6c]
RSSI: -92 [da:51:a6:27:05:ca]
RSSI: -78 [da:0a:71:d5:02:6c]
RSSI: -75 [da:0a:71:e2:02:8c]
RSSI: -77 [da:0a:71:ef:02:bc]
RSSI: -74 [da:0a:71:ef:02:bc]
RSSI: -87 [da:51:a6:42:06:1a]
RSSI: -78 [da:0a:71:fd:02:ec]
RSSI: -77 [da:0a:71:fd:02:ec]
RSSI: -91 [da:51:a6:4f:06:3a]
RSSI: -73 [da:0a:72:09:03:0c]
RSSI: -79 [da:0a:72:09:03:0c]
RSSI: -77 [da:0a:72:17:03:3c]
RSSI: -75 [da:0a:72:17:03:3c]
RSSI: -81 [da:0a:72:24:03:5c]
RSSI: -78 [da:0a:72:24:03:5c]
RSSI: -83 [da:0a:72:31:03:7c]
RSSI: -83 [da:0a:72:31:03:7c]
RSSI: -80 [da:0a:72:3e:03:ac]
RSSI: -76 [da:0a:72:3e:03:ac]
RSSI: -82 [da:0a:72:4b:03:cc]
RSSI: -77 [da:0a:72:4b:03:cc]
RSSI: -82 [da:0a:72:58:03:fc]
RSSI: -76 [da:0a:72:66:04:1c]
RSSI: -82 [da:0a:72:73:04:4c]
RSSI: -77 [da:0a:72:73:04:4c]
RSSI: -83 [da:0a:72:80:04:6c]
RSSI: -80 [da:0a:72:8d:04:9c]
RSSI: -85 [da:0a:72:9a:04:bc]
RSSI: -84 [da:0a:72:a7:04:ec]
RSSI: -83 [da:0a:72:a7:04:ec]
RSSI: -85 [da:0a:72:b5:05:0c]
RSSI: -77 [da:0a:72:c2:05:3c]
RSSI: -86 [da:0a:72:cf:05:5c]
RSSI: -76 [da:0a:72:cf:05:5c]
RSSI: -85 [da:0a:72:dc:05:8c]
RSSI: -76 [da:0a:72:ea:05:ac]
RSSI: -78 [da:0a:72:ea:05:ac]
RSSI: -83 [da:0a:72:f6:05:dc]
RSSI: -77 [da:0a:72:f6:05:dc]
RSSI: -78 [da:0a:72:f6:05:dc]
RSSI: -79 [da:0a:73:04:05:fc]
RSSI: -86 [da:0a:73:04:05:fc]
RSSI: -79 [da:0a:73:11:06:2c]
RSSI: -79 [da:0a:73:11:06:2c]
RSSI: -88 [da:0a:73:1e:06:4c]
RSSI: -82 [da:0a:73:1e:06:4c]
RSSI: -87 [da:0a:73:2b:06:7c]
RSSI: -80 [da:0a:73:39:06:ac]
RSSI: -80 [da:0a:73:39:06:ac]
RSSI: -81 [da:0a:73:45:06:cc]
RSSI: -92 [da:0a:73:45:06:cc]
RSSI: -79 [da:0a:73:53:06:fc]
RSSI: -79 [da:0a:73:60:07:1c]
RSSI: -81 [da:0a:73:6d:07:4c]
RSSI: -81 [da:0a:73:7a:07:6c]
RSSI: -80 [da:0a:73:7a:07:6c]
RSSI: -77 [da:0a:73:88:07:9c]
RSSI: -77 [da:0a:73:94:07:cc]
RSSI: -76 [da:0a:73:a2:07:ec]
RSSI: -79 [da:0a:73:af:08:1c]
RSSI: -77 [da:0a:73:af:08:1c]
RSSI: -76 [da:0a:73:bc:08:3c]
RSSI: -81 [da:0a:73:bc:08:3c]
RSSI: -79 [da:0a:73:ca:08:6c]
RSSI: -86 [da:0a:73:d7:08:8c]
RSSI: -80 [da:0a:73:d7:08:8c]
RSSI: -78 [da:0a:73:e4:08:bc]
RSSI: -85 [da:0a:73:e4:08:bc]
RSSI: -79 [da:0a:73:f1:08:ec]
RSSI: -79 [da:0a:73:f1:08:ec]
RSSI: -78 [da:0a:73:ff:09:0c]
RSSI: -82 [da:0a:74:0b:09:3c]
RSSI: -83 [da:0a:74:19:09:5c]
RSSI: -82 [da:0a:74:19:09:5c]
RSSI: -87 [da:0a:74:26:09:8c]
RSSI: -86 [da:0a:74:4e:0a:0c]
RSSI: -87 [da:0a:74:4e:0a:0c]
RSSI: -80 [da:0a:74:5b:0a:2c]
RSSI: -84 [da:0a:74:68:0a:5c]
RSSI: -83 [da:0a:74:68:0a:5c]
RSSI: -82 [da:0a:74:76:0a:7c]
RSSI: -78 [da:0a:74:82:0a:ac]
RSSI: -92 [da:51:a8:d7:0d:7a]
RSSI: -81 [da:0a:74:90:0a:cc]
RSSI: -91 [da:4f:c4:c3:01:2b]
RSSI: -94 [da:51:a8:d7:0d:7a]
RSSI: -78 [da:0a:74:90:0a:cc]
RSSI: -80 [da:0a:74:9d:0a:fc]
RSSI: -80 [da:0a:74:9d:0a:fc]
RSSI: -86 [da:0a:74:aa:0b:1c]
RSSI: -85 [da:0a:74:aa:0b:1c]
RSSI: -79 [da:0a:74:b8:0b:4c]
RSSI: -79 [da:0a:74:b8:0b:4c]
RSSI: -90 [da:4f:c4:fb:01:db]
RSSI: -82 [da:0a:74:c5:0b:7c]
RSSI: -77 [da:0a:74:c5:0b:7c]
RSSI: -88 [da:4f:c4:fb:01:db]
RSSI: -84 [da:4f:c5:19:02:2b]
RSSI: -80 [da:0a:74:df:0b:cc]
RSSI: -85 [da:4f:c5:19:02:2b]
RSSI: -76 [da:0a:74:ed:0b:ec]
RSSI: -76 [da:0a:74:ed:0b:ec]
RSSI: -81 [da:0a:74:fa:0c:1c]
RSSI: -81 [da:0a:74:fa:0c:1c]
