 -81 [da:09:af:f3:0f:7c]
RSSI: -75 [da:0a:c0:d2:13:9c]
RSSI: -74 [da:0a:c0:e0:13:cc]
RSSI: -74 [da:0a:c0:e0:13:cc]
RSSI: -80 [da:0a:c0:ee:13:fc]
RSSI: -74 [da:0a:c0:fb:14:1c]
RSSI: -73 [da:0a:c0:fb:14:1c]
RSSI: -73 [da:0a:c1:09:14:4c]
RSSI: -91 [da:51:f5:55:08:ea]
RSSI: -73 [da:0a:c1:09:14:4c]
RSSI: -73 [da:0a:c1:09:14:4c]
RSSI: -88 [da:51:f5:63:09:0a]
RSSI: -78 [da:0a:c1:17:14:6c]
RSSI: -73 [da:0a:c1:17:14:6c]
RSSI: -75 [da:0a:c1:23:14:9c]
RSSI: -77 [da:0a:c1:23:14:9c]
RSSI: -75 [da:0a:c1:31:14:bc]
RSSI: -77 [da:0a:c1:31:14:bc]
RSSI: -93 [da:51:f5:8d:09:8a]
RSSI: -80 [da:0a:c1:3f:14:ec]
RSSI: -79 [da:0a:c1:4c:15:0c]
RSSI: -84 [da:0a:c1:5a:15:3c]
RSSI: -76 [da:0a:c1:68:15:5c]
RSSI: -81 [da:0a:c1:74:15:8c]
RSSI: -72 [da:0a:c1:74:15:8c]
RSSI: -71 [da:0a:c1:82:15:ac]
RSSI: -74 [da:0a:c1:82:15:ac]
RSSI: -69 [da:0a:c1:90:15:dc]
RSSI: -69 [da:0a:c1:90:15:dc]
RSSI: -68 [da:0a:c1:90:15:dc]
RSSI: -68 [da:0a:c1:9d:15:fc]
RSSI: -67 [da:0a:c1:9d:15:fc]
RSSI: -67 [da:0a:c1:ab:16:2c]
RSSI: -66 [da:0a:c1:b9:16:4c]
RSSI: -64 [da:0a:c1:b9:16:4c]
RSSI: -65 [da:0a:c1:c6:16:7c]
RSSI: -65 [da:0a:c1:d4:00:2c]
RSSI: -94 [da:50:12:0d:07:eb]
RSSI: -65 [da:0a:c1:d4:00:2c]
RSSI: -63 [da:0a:c1:e1:00:5c]
RSSI: -65 [da:0a:c1:ee:00:7c]
RSSI: -63 [da:0a:c1:ee:00:7c]
RSSI: -64 [da:0a:c1:fc:00:ac]
RSSI: -65 [da:0a:c1:fc:00:ac]
RSSI: -63 [da:0a:c2:0a:00:cc]
RSSI: -65 [da:0a:c2:0a:00:cc]
RSSI: -66 [da:0a:c2:17:00:fc]
RSSI: -64 [da:0a:c2:17:00:fc]
RSSI: -67 [da:0a:c2:25:01:2c]
RSSI: -67 [da:0a:c2:33:01:4c]
RSSI: -68 [da:0a:c2:3f:01:7c]
RSSI: -94 [da:50:12:90:09:7b]
RSSI: -73 [da:0a:c2:4d:01:9c]
RSSI: -75 [da:0a:c2:5b:01:cc]
RSSI: -76 [da:0a:c2:5b:01:cc]
RSSI: -81 [da:0a:c2:68:01:ec]
RSSI: -86 [da:0a:c2:68:01:ec]
RSSI: -84 [da:0a:c2:76:02:1c]
RSSI: -83 [da:0a:c2:76:02:1c]
RSSI: -81 [da:0a:c2:84:02:4c]
RSSI: -80 [da:0a:c2:84:02:4c]
RSSI: -76 [da:0a:c2:91:02:6c]
RSSI: -75 [da:0a:c2:91:02:6c]
RSSI: -75 [da:0a:c2:9f:02:9c]
RSSI: -74 [da:0a:c2:9f:02:9c]
RSSI: -77 [da:0a:c2:ad:02:bc]
RSSI: -73 [da:0a:c2:b9:02:ec]
RSSI: -75 [da:0a:c2:c7:03:0c]
RSSI: -79 [da:0a:c2:d5:03:3c]
RSSI: -77 [da:0a:c2:d5:03:3c]
RSSI: -76 [da:0a:c2:e2:03:5c]
RSSI: -83 [da:0a:c2:e2:03:5c]
RSSI: -79 [da:0a:c2:f0:03:8c]
RSSI: -76 [da:0a:c2:f0:03:8c]
RSSI: -82 [da:0a:c2:fe:03:bc]
RSSI: -77 [da:0a:c2:fe:03:bc]
RSSI: -80 [da:0a:c3:0b:03:dc]
RSSI: -74 [da:0a:c3:19:04:0c]
RSSI: -77 [da:0a:c3:27:04:3c]
RSSI: -91 [da:50:13:6a:0c:0b]
RSSI: -81 [da:0a:c3:33:04:5c]
RSSI: -80 [da:0a:c3:33:04:5c]
RSSI: -78 [da:0a:c3:41:04:8c]
RSSI: -83 [da:0a:c3:41:04:8c]
RSSI: -87 [da:0a:c3:4f:04:ac]
RSSI: -84 [da:0a:c3:5c:04:dc]
RSSI: -87 [da:0a:c3:5c:04:dc]
RSSI: -86 [da:0a:c3:5c:04:dc]
RSSI: -81 [da:0a:c3:6a:05:0c]
RSSI: -80 [da:0a:c3:78:05:2c]
RSSI: -84 [da:0a:c3:78:05:2c]
RSSI: -78 [da:0a:c3:85:05:5c]
RSSI: -80 [da:0a:c3:85:05:5c]
RSSI: -79 [da:0a:c3:98:05:8c]
RSSI: -76 [da:0a:c3:a8:05:cc]
RSSI: -79 [da:0a:c3:a8:05:cc]
RSSI: -76 [da:0a:c3:b5:05:ec]
RSSI: -76 [da:0a:c3:b5:05:ec]
RSSI: -79 [da:0a:c3:c3:06:1c]
RSSI: -77 [da:0a:c3:c3:06:1c]
RSSI: -78 [da:0a:c3:d1:06:3c]
RSSI: -80 [da:0a:c3:d1:06:3c]
RSSI: -79 [da:0a:c3:de:06:6c]
RSSI: -78 [da:0a:c3:ec:06:9c]
RSSI: -80 [da:0a:c3:fa:06:bc]
RSSI: -78 [da:0a:c4:06:06:ec]
RSSI: -78 [da:0a:c4:06:06:ec]
RSSI: -80 [da:0a:c4:15:07:1c]
RSSI: -79 [da:0a:c4:15:07:1c]
RSSI: -77 [da:0a:c4:23:07:3c]
RSSI: -77 [da:0a:c4:23:07:3c]
RSSI: -80 [da:0a:c4:2f:07:6c]
RSSI: -78 [da:0a:c4:2f:07:6c]
RSSI: -83 [da:0a:c4:3d:07:8c]
RSSI: -77 [da:0a:c4:4b:07:bc]
RSSI: -76 [da:0a:c4:4b:07:bc]
RSSI: -76 [da:0a:c4:58:07:ec]
RSSI: -75 [da:0a:c4:58:07:ec]
RSSI: -81 [da:0a:c4:66:08:0c]
RSSI: -75 [da:0a:c4:66:08:0c]
RSSI: -79 [da:0a:c4:74:08:3c]
RSSI: -75 [da:0a:c4:81:08:6c]
RSSI: -75 [da:0a:c4:81:08:6c]
RSSI: -87 [da:0a:c4:8f:08:8c]
RSSI: -76 [da:0a:c4:8f:08:8c]
RSSI: -76 [da:0a:c4:8f:08:8c]
RSSI: -76 [da:0a:c4:aa:08:dc]
RSSI: -80 [da:0a:c4:aa:08:dc]
RSSI: -81 [da:0a:c4:b8:09:0c]
RSSI: -76 [da:0a:c4:b8:09:0c]
RSSI: -77 [da:0a:c4:b8:09:0c]
RSSI: -80 [da:0a:c4:c6:09:3c]
RSSI: -80 [da:0a:c4:d3:09:5c]
RSSI: -84 [da:0a:c4:e1:09:8c]
RSSI: -85 [da:0a:c4:ef:09:bc]
RSSI: -86 [da:0a:c4:fc:09:dc]
RSSI: -85 [da:0a:c5:0a:0a:0c]
RSSI: -85 [da:0a:c5:18:0a:3c]
RSSI: -87 [da:0a:c5:18:0a:3c]
RSSI: -80 [da:0a:c5:33:0a:8c]
RSSI: -80 [da:0a:c5:41:0a:bc]
RSSI: -78 [da:0a:c5:4d:0a:dc]
RSSI: -79 [da:0a:c5:5c:0b:0c]
RSSI: -84 [da:0a:c5:5c:0b:0c]
RSSI: -76 [da:0a:c5:6a:0b:2c]
RSSI: -79 [da:0a:c5:6a:0b:2c]
RSSI: -81 [da:0a:c5:76:0b:5c]
RSSI: -75 [da:0a:c5:76:0b:5c]
RSSI: -79 [da:0a:c5:85:0b:8c]
RSSI: -80 [da:0a:c5:93:0b:ac]
RSSI: -73 [da:0a:c5:9f:0b:dc]
RSSI: -79 [da:0a:c5:ae:0c:0c]
RSSI: -75 [da:0a:c5:ae:0c:0c]
RSSI: -78 [da:0a:c5:bc:0c:2c]
RSSI: -80 [da:0a:c5:bc:0c:2c]
RSSI: -76 [da:0a:c5:c8:0c:5c]
RSSI: -94 [da:51:fa:1b:00:5a]
RSSI: -78 [da:0a:c5:c8:0c:5c]
RSSI: -81 [da:0a:c5:d6:0c:8c]
RSSI: -77 [da:0a:c5:d6:0c:8c]
RSSI: -85 [da:0a:c5:e5:0c:ac]
RSSI: -75 [da:0a:c5:f1:0c:dc]
RSSI: -81 [da:0a:c5:ff:0d:0c]
RSSI: -92 [da:51:fa:60:01:1a]
RSSI: -75 [da:0a:c6:1a:0d:5c]
RSSI: -79 [da:0a:c6:28:0d:8c]
RSSI: -93 [da:51:fa:7b:01:6a]
RSSI: -76 [da:0a:c6:28:0d:8c]
RSSI: -91 [da:0a:c6:37:0d:ac]
RSSI: -78 [da:0a:c6:37:0d:ac]
RSSI: -84 [da:0a:c6:43:0d:dc]
RSSI: -78 [da:0a:c6:60:0e:2c]
RSSI: -75 [da:0a:c6:60:0e:2c]
RSSI: -77 [da:0a:c6:6c:0e:5c]
RSSI: -73 [da:0a:c6:6c:0e:5c]
RSSI: -76 [da:0a:c6:7b:0e:7c]
RSSI: -72 [da:0a:c6:89:0e:ac]
RSSI: -74 [da:0a:c6:95:0e:dc]
RSSI: -72 [da:0a:c6:95:0e:dc]
RSSI: -74 [da:0a:c6:a4:0e:fc]
RSSI: -73 [da:0a:c6:b2:0f:2c]
RSSI: -75 [da:0a:c6:b2:0f:2c]
RSSI: -72 [da:0a:c6:be:0f:5c]
RSSI: -72 [da:0a:c6:be:0f:5c]
RSSI: -74 [da:0a:c6:cd:0f:7c]
RSSI: -72 [da:0a:c6:cd:0f:7c]
RSSI: -74 [da:0a:c6:db:0f:ac]
RSSI: -73 [da:0a:c6:e7:0f:dc]
RSSI: -73 [da:0a:c6:f6:0f:fc]
RSSI: -72 [da:0a:c6:f6:0f:fc]
RSSI: -73 [da:0a:c7:04:10:2c]
RSSI: -74 [da:0a:c7:04:10:2c]
RSSI: -75 [da:0a:c7:11:10:5c]
RSSI: -74 [da:0a:c7:11:10:5c]
RSSI: -75 [da:0a:c7:11:10:5c]
RSSI: -76 [da:0a:c7:1f:10:7c]
RSSI: -90 [da:50:17:5d:01:3b]
RSSI: -94 [da:51:fb:77:04:3a]
RSSI: -75 [da:0a:c7:2d:10:ac]
RSSI: -91 [da:50:17:6d:01:6b]
RSSI: -77 [da:0a:c7:3a:10:cc]
RSSI: -77 [da:0a:c7:3a:10:cc]
RSSI: -75 [da:0a:c7:48:10:fc]
RSSI: -76 [da:0a:c7:48:10:fc]
RSSI: -77 [da:0a:c7:56:11:2c]
RSSI: -90 [da:50:17:99:01:eb]
RSSI: -78 [da:0a:c7:56:11:2c]
RSSI: -80 [da:0a:c7:63:11:4c]
RSSI: -87 [da:0a:c7:71:11:7c]
RSSI: -87 [da:51:fb:cb:05:2a]
RSSI: -90 [da:51:fb:cb:05:2a]
RSSI: -86 [da:50:17:c5:02:6b]
RSSI: -85 [da:51:fb:d9:05:4a]
RSSI: -87 [da:0a:c7:8c:11:cc]
RSSI: -88 [da:51:fb:e8:05:7a]
RSSI: -86 [da:50:17:d2:02:8b]
RSSI: -83 [da:51:fb:f5:05:9a]
RSSI: -90 [da:50:17:e2:02:bb]
RSSI: -82 [da:0a:c7:a8:12:1c]
RSSI: -81 [da:0a:c7:b5:12:3c]
RSSI: -87 [da:50:17:fe:03:1b]
RSSI: -80 [da:0a:c7:c3:12:6c]
RSSI: -84 [da:51:fc:1f:06:1a]
RSSI: -79 [da:0a:c7:d2:12:9c]
RSSI: -84 [da:51:fc:1f:06:1a]
RSSI: -85 [da:51:fc:1f:06:1a]
RSSI: -81 [da:51:fc:2e:06:4a]
RSSI: -78 [da:0a:c7:de:12:bc]
RSSI: -80 [da:0a:c7:de:12:bc]
RSSI: -79 [da:0a:c7:de:12:bc]
RSSI: -85 [da:51:fc:3c:06:6a]
RSSI: -80 [da:51:fc:3c:06:6a]
RSSI: -77 [da:0a:c7:ed:12:ec]
RSSI: -81 [da:51:fc:3c:06:6a]
RSSI: -85 [da:51:fc:49:06:9a]
RSSI: -77 [da:0a:c7:fb:13:0c]
RSSI: -74 [da:0a:c8:07:13:3c]
RSSI: -83 [da:51:fc:58:06:ba]
RSSI: -74 [da:0a:c8:07:13:3c]
RSSI: -75 [da:0a:c8:16:13:5c]
RSSI: -74 [da:0a:c8:16:13:5c]
RSSI: -85 [da:51:fc:73:07:0a]
RSSI: -82 [da:51:fc:73:07:0a]
RSSI: -78 [da:0a:c8:31:13:bc]
RSSI: -79 [da:0a:c8:31:13:bc]
RSSI: -84 [da:51:fc:90:07:6a]
RSSI: -75 [da:0a:c8:3f:13:dc]
RSSI: -83 [da:51:fc:90:07:6a]
RSSI: -84 [da:51:fc:9d:07:8a]
RSSI: -74 [da:0a:c8:4d:14:0c]
RSSI: -85 [da:51:fc:9d:07:8a]
RSSI: -85 [da:51:fc:9d:07:8a]
RSSI: -78 [da:0a:c8:5a:14:2c]
RSSI: -87 [da:51:fc:ac:07:ba]
RSSI: -73 [da:0a:c8:5a:14:2c]
RSSI: -87 [da:51:fc:bb:07:da]
RSSI: -74 [da:0a:c8:68:14:5c]
RSSI: -77 [da:0a:c8:68:14:5c]
RSSI: -73 [da:0a:c8:76:14:8c]
RSSI: -89 [da:51:fc:c7:08:0a]
RSSI: -75 [da:0a:c8:76:14:8c]
RSSI: -75 [da:0a:c8:83:14:ac]
RSSI: -76 [da:0a:c8:83:14:ac]
RSSI: -80 [da:0a:c8:a0:14:fc]
RSSI: -83 [da:0a:c8:a0:14:fc]
RSSI: -80 [da:0a:c8:ac:15:2c]
RSSI: -87 [da:0a:c8:bb:15:5c]
RSSI: -75 [da:0a:c8:bb:15:5c]
RSSI: -76 [da:0a:c8:c9:15:7c]
RSSI: -76 [da:0a:c8:c9:15:7c]
RSSI: -71 [da:0a:c8:d6:15:ac]
RSSI: -72 [da:0a:c8:d6:15:ac]
RSSI: -69 [da:0a:c8:e4:15:cc]
RSSI: -69 [da:0a:c8:f2:15:fc]
RSSI: -71 [da:0a:c8:f2:15:fc]
RSSI: -70 [da:0a:c8:f2:15:fc]
RSSI: -67 [da:0a:c8:ff:16:1c]
RSSI: -67 [da:0a:c9:0d:16:4c]
RSSI: -65 [da:0a:c9:0d:16:4c]
RSSI: -66 [da:0a:c9:1c:16:7c]
RSSI: -66 [da:0a:c9:1c:16:7c]
RSSI: -64 [da:0a:c9:28:00:0c]
RSSI: -65 [da:0a:c9:28:00:0c]
RSSI: -65 [da:0a:c9:37:00:2c]
RSSI: -64 [da:0a:c9:37:00:2c]
RSSI: -65 [da:0a:c9:45:00:5c]
RSSI: -95 [da:50:19:8c:07:cb]
RSSI: -65 [da:0a:c9:52:00:7c]
RSSI: -64 [da:0a:c9:60:00:ac]
RSSI: -67 [da:0a:c9:6e:00:dc]
RSSI: -65 [da:0a:c9:6e:00:dc]
RSSI: -66 [da:0a:c9:7b:00:fc]
RSSI: -68 [da:0a:c9:7b:00:fc]
RSSI: -67 [da:0a:c9:89:01:2c]
RSSI: -68 [da:0a:c9:89:01:2c]
RSSI: -69 [da:0a:c9:98:01:4c]
RSSI: -69 [da:0a:c9:98:01:4c]
RSSI: -73 [da:0a:c9:a4:01:7c]
RSSI: -74 [da:0a:c9:b3:01:9c]
RSSI: -81 [da:0a:c9:c1:01:cc]
RSSI: -85 [da:0a:c9:ce:01:fc]
RSSI: -85 [da:0a:c9:ce:01:fc]
RSSI: -82 [da:0a:c9:dc:02:1c]
RSSI: -82 [da:0a:c9:dc:02:1c]
RSSI: -77 [da:0a:c9:ea:02:4c]
RSSI: -76 [da:0a:c9:ea:02:4c]
RSSI: -77 [da:0a:c9:f7:02:6c]
RSSI: -75 [da:0a:c9:f7:02:6c]
RSSI: -77 [da:0a:ca:05:02:9c]
RSSI: -77 [da:0a:ca:05:02:9c]
RSSI: -73 [da:0a:ca:14:02:cc]
RSSI: -75 [da:0a:ca:20:02:ec]
RSSI: -79 [da:0a:ca:2f:03:1c]
RSSI: -76 [da:0a:ca:2f:03:1c]
RSSI: -76 [da:0a:ca:2f:03:1c]
RSSI: -76 [da:0a:ca:3d:03:4c]
RSSI: -81 [da:0a:ca:3d:03:4c]
RSSI: -78 [da:0a:ca:4a:03:6c]
RSSI: -75 [da:0a:ca:4a:03:6c]
RSSI: -77 [da:0a:ca:58:03:9c]
RSSI: -94 [da:50:1a:96:0a:eb]
RSSI: -91 [da:50:1a:96:0a:eb]
RSSI: -81 [da:0a:ca:67:03:cc]
RSSI: -73 [da:0a:ca:73:03:ec]
RSSI: -73 [da:0a:ca:73:03:ec]
RSSI: -80 [da:0a:ca:73:03:ec]
RSSI: -75 [da:0a:ca:82:04:1c]
RSSI: -73 [da:0a:ca:82:04:1c]
RSSI: -81 [da:0a:ca:90:04:3c]
RSSI: -77 [da:0a:ca:90:04:3c]
RSSI: -83 [da:0a:ca:9d:04:6c]
RSSI: -79 [da:0a:ca:ab:04:8c]
RSSI: -84 [da:0a:ca:ba:04:bc]
RSSI: -88 [da:0a:ca:ba:04:bc]
RSSI: -84 [da:0a:ca:c6:04:ec]
RSSI: -82 [da:0a:ca:c6:04:ec]
RSSI: -81 [da:0a:ca:d5:05:0c]
RSSI: -79 [da:0a:ca:e3:05:3c]
RSSI: -82 [da:0a:ca:e3:05:3c]
RSSI: -78 [da:0a:ca:f0:05:5c]
RSSI: -79 [da:0a:ca:f0:05:5c]
RSSI: -77 [da:0a:ca:fe:05:8c]
RSSI: -76 [da:0a:cb:0d:05:bc]
RSSI: -81 [da:0a:cb:19:05:dc]
RSSI: -78 [da:0a:cb:28:06:0c]
RSSI: -84 [da:0a:cb:28:06:0c]
RSSI: -78 [da:0a:cb:36:06:3c]
RSSI: -80 [da:0a:cb:36:06:3c]
RSSI: -84 [da:0a:cb:43:06:6c]
RSSI: -78 [da:0a:cb:43:06:6c]
RSSI: -80 [da:0a:cb:51:06:8c]
RSSI: -83 [da:0a:cb:51:06:8c]
RSSI: -78 [da:0a:cb:60:06:bc]
RSSI: -79 [da:0a:cb:6c:06:ec]
RSSI: -78 [da:0a:cb:7b:07:0c]
RSSI: -78 [da:0a:cb:7b:07:0c]
RSSI: -81 [da:0a:cb:89:07:3c]
RSSI: -79 [da:0a:cb:89:07:3c]
RSSI: -77 [da:0a:cb:96:07:6c]
RSSI: -84 [da:0a:cb:96:07:6c]
RSSI: -82 [da:0a:cb:96:07:6c]
RSSI: -75 [da:0a:cb:a4:07:8c]
RSSI: -81 [da:0a:cb:b3:07:bc]
RSSI: -75 [da:0a:cb:b3:07:bc]
RSSI: -82 [da:0a:cb:bf:07:ec]
RSSI: -75 [da:0a:cb:bf:07:ec]
RSSI: -78 [da:0a:cb:ce:08:0c]
RSSI: -84 [da:0a:cb:ce:08:0c]
RSSI: -75 [da:0a:cb:dc:08:3c]
RSSI: -75 [da:0a:cb:dc:08:3c]
RSSI: -83 [da:0a:cb:f7:08:9c]
RSSI: -79 [da:0a:cc:06:08:bc]
RSSI: -77 [da:0a:cc:13:08:ec]
RSSI: -79 [da:0a:cc:21:09:1c]
RSSI: -79 [da:0a:cc:21:09:1c]
RSSI: -80 [da:0a:cc:30:09:3c]
RSSI: -81 [da:0a:cc:30:09:3c]
RSSI: -83 [da:0a:cc:3c:09:6c]
RSSI: -83 [da:0a:cc:3c:09:6c]
RSSI: -85 [da:0a:cc:4b:09:9c]
RSSI: -84 [da:0a:cc:59:09:bc]
RSSI: -83 [da:0a:cc:66:09:ec]
RSSI: -81 [da:0a:cc:74:0a:1c]
RSSI: -84 [da:0a:cc:83:0a:4c]
RSSI: -79 [da:0a:cc:8f:0a:6c]
RSSI: -79 [da:0a:cc:9e:0a:9c]
RSSI: -78 [da:0a:cc:ac:0a:cc]
RSSI: -76 [da:0a:cc:b9:0a:ec]
RSSI: -80 [da:0a:cc:c8:0b:1c]
RSSI: -82 [da:0a:cc:c8:0b:1c]
RSSI: -75 [da:0a:cc:d6:0b:4c]
RSSI: -80 [da:0a:cc:d6:0b:4c]
RSSI: -80 [da:0a:cc:e3:0b:6c]
RSSI: -74 [da:0a:cc:e3:0b:6c]
RSSI: -80 [da:0a:cc:f1:0b:9c]
RSSI: -79 [da:0a:cd:00:0b:cc]
RSSI: -74 [da:0a:cd:0c:0b:ec]
RSSI: -81 [da:0a:cd:1b:0c:1c]
RSSI: -76 [da:0a:cd:1b:0c:1c]
RSSI: -82 [da:0a:cd:29:0c:4c]
RSSI: -78 [da:0a:cd:36:0c:6c]
RSSI: -76 [da:0a:cd:36:0c:6c]
RSSI: -81 [da:0a:cd:45:0c:9c]
RSSI: -81 [da:0a:cd:45:0c:9c]
RSSI: -89 [da:0a:cd:53:0c:cc]
RSSI: -74 [da:0a:cd:60:0c:ec]
RSSI: -75 [da:0a:cd:60:0c:ec]
RSSI: -80 [da:0a:cd:6e:0d:1c]
RSSI: -76 [da:0a:cd:6e:0d:1c]
RSSI: -80 [da:0a:cd:7d:0d:4c]
RSSI: -95 [da:50:1d:e5:14:db]
RSSI: -79 [da:0a:cd:b3:0d:fc]
RSSI: -75 [da:0a:cd:b3:0d:fc]
RSSI: -72 [da:0a:cd:c2:0e:1c]
RSSI: -76 [da:0a:cd:c2:0e:1c]
RSSI: -72 [da:0a:cd:d0:0e:4c]
RSSI: -71 [da:0a:cd:d0:0e:4c]
RSSI: -75 [da:0a:cd:dd:0e:7c]
RSSI: -72 [da:0a:cd:dd:0e:7c]
RSSI: -74 [da:0a:cd:ec:0e:9c]
RSSI: -74 [da:0a:cd:ec:0e:9c]
RSSI: -73 [da:0a:cd:fa:0e:cc]
RSSI: -72 [da:0a:ce:07:0e:fc]
RSSI: -72 [da:0a:ce:07:0e:fc]
RSSI: -74 [da:0a:ce:16:0f:2c]
RSSI: -73 [da:0a:ce:16:0f:2c]
RSSI: -75 [da:0a:ce:24:0f:4c]
RSSI: -74 [da:0a:ce:24:0f:4c]
RSSI: -73 [da:0a:ce:31:0f:7c]
RSSI: -72 [da:0a:ce:3f:0f:ac]
RSSI: -73 [da:0a:ce:4e:0f:cc]
RSSI: -73 [da:0a:ce:4e:0f:cc]
RSSI: -73 [da:0a:ce:5b:0f:fc]
RSSI: -74 [da:0a:ce:5b:0f:fc]
RSSI: -75 [da:0a:ce:69:10:2c]
RSSI: -91 [da:50:1e:a9:00:8b]
RSSI: -74 [da:0a:ce:69:10:2c]
RSSI: -76 [da:0a:ce:78:10:5c]
RSSI: -76 [da:0a:ce:78:10:5c]
RSSI: -76 [da:0a:ce:84:10:7c]
RSSI: -76 [da:0a:ce:93:10:ac]
RSSI: -76 [da:0a:ce:93:10:ac]
RSSI: -75 [da:0a:ce:a2:10:dc]
RSSI: -76 [da:0a:ce:ae:10:fc]
RSSI: -77 [da:0a:ce:ae:10:fc]
RSSI: -78 [da:0a:ce:ae:10:fc]
RSSI: -87 [da:50:1e:f2:01:6b]
RSSI: -88 [da:50:1e:f2:01:6b]
RSSI: -81 [da:0a:ce:bd:11:2c]
RSSI: -81 [da:0a:ce:cb:11:5c]
RSSI: -85 [da:0a:ce:cb:11:5c]
RSSI: -86 [da:0a:ce:d8:11:7c]
RSSI: -92 [da:50:1f:12:01:cb]
RSSI: -85 [da:0a:ce:e7:11:ac]
RSSI: -86 [da:50:1f:2f:02:1b]
RSSI: -82 [da:0a:cf:02:11:fc]
RSSI: -91 [da:50:1f:3f:02:4b]
RSSI: -83 [da:0a:cf:02:11:fc]
RSSI: -87 [da:0a:cf:11:12:2c]
RSSI: -81 [da:0a:cf:11:12:2c]
RSSI: -81 [da:0a:cf:1f:12:4c]
RSSI: -90 [da:50:1f:5c:02:9b]
RSSI: -85 [da:50:1f:6c:02:cb]
RSSI: -77 [da:0a:cf:2c:12:6c]
RSSI: -81 [da:0a:cf:3b:12:9c]
RSSI: -78 [da:0a:cf:3b:12:9c]
RSSI: -85 [da:50:1f:79:02:fb]
RSSI: -78 [da:0a:cf:49:12:cc]
RSSI: -89 [da:52:03:9c:05:5a]
RSSI: -78 [da:0a:cf:49:12:cc]
RSSI: -90 [da:52:03:9c:05:5a]
RSSI: -76 [da:0a:cf:56:12:ec]
RSSI: -87 [da:52:03:ab:05:8a]
RSSI: -75 [da:0a:cf:56:12:ec]
RSSI: -76 [da:0a:cf:65:13:1c]
RSSI: -89 [da:52:03:ba:05:aa]
RSSI: -75 [da:0a:cf:73:13:4c]
RSSI: -74 [da:0a:cf:73:13:4c]
RSSI: -87 [da:52:03:c6:05:da]
RSSI: -74 [da:0a:cf:73:13:4c]
RSSI: -75 [da:0a:cf:80:13:6c]
RSSI: -84 [da:52:03:d6:05:fa]
RSSI: -85 [da:52:03:d6:05:fa]
RSSI: -75 [da:0a:cf:80:13:6c]
RSSI: -85 [da:52:03:d6:05:fa]
RSSI: -78 [da:0a:cf:8f:13:9c]
RSSI: -76 [da:0a:cf:9d:13:bc]
RSSI: -85 [da:52:03:f1:06:4a]
RSSI: -83 [da:52:03:f1:06:4a]
RSSI: -74 [da:0a:cf:aa:13:ec]
RSSI: -73 [da:0a:cf:aa:13:ec]
RSSI: -74 [da:0a:cf:b8:14:1c]
RSSI: -83 [da:52:04:0f:06:aa]
RSSI: -73 [da:0a:cf:b8:14:1c]
RSSI: -83 [da:52:04:0f:06:aa]
RSSI: -78 [da:0a:cf:c7:14:3c]
RSSI: -84 [da:52:04:1c:06:ca]
RSSI: -75 [da:0a:cf:d4:14:6c]
RSSI: -75 [da:0a:cf:d4:14:6c]
RSSI: -86 [da:52:04:2b:06:ea]
RSSI: -74 [da:0a:cf:e2:14:9c]
RSSI: -77 [da:0a:cf:e2:14:9c]
RSSI: -83 [da:52:04:3a:07:1a]
RSSI: -77 [da:0a:cf:f1:14:bc]
RSSI: -85 [da:52:04:47:07:3a]
RSSI: -77 [da:0a:cf:f1:14:bc]
RSSI: -85 [da:52:04:47:07:3a]
RSSI: -79 [da:0a:cf:fe:14:ec]
RSSI: -88 [da:0a:d0:0c:15:1c]
RSSI: -78 [da:0a:d0:1b:15:3c]
RSSI: -88 [da:52:04:72:07:ba]
RSSI: -86 [da:0a:d0:28:15:6c]
RSSI: -74 [da:0a:d0:28:15:6c]
RSSI: -89 [da:52:04:81:07:ea]
RSSI: -74 [da:0a:d0:36:15:8c]
RSSI: -77 [da:0a:d0:36:15:8c]
RSSI: -70 [da:0a:d0:45:15:bc]
RSSI: -70 [da:0a:d0:45:15:bc]
RSSI: -69 [da:0a:d0:52:15:dc]
RSSI: -69 [da:0a:d0:61:16:0c]
RSSI: -68 [da:0a:d0:61:16:0c]
RSSI: -66 [da:0a:d0:6f:16:3c]
RSSI: -67 [da:0a:d0:7c:16:5c]
RSSI: -64 [da:0a:d0:7c:16:5c]
RSSI: -66 [da:0a:d0:8b:00:0c]
RSSI: -65 [da:0a:d0:99:00:2c]
RSSI: -63 [da:0a:d0:a6:00:5c]
RSSI: -66 [da:0a:d0:b5:00:7c]
RSSI: -66 [da:0a:d0:b5:00:7c]
RSSI: -64 [da:0a:d0:b5:00:7c]
RSSI: -65 [da:0a:d0:c3:00:ac]
RSSI: -66 [da:0a:d0:c3:00:ac]
RSSI: -64 [da:0a:d0:d0:00:cc]
RSSI: -65 [da:0a:d0:d0:00:cc]
RSSI: -65 [da:0a:d0:df:00:fc]
RSSI: -69 [da:0a:d0:ed:01:2c]
RSSI: -69 [da:0a:d0:fa:01:4c]
RSSI: -72 [da:0a:d0:fa:01:4c]
RSSI: -72 [da:0a:d1:09:01:7c]
RSSI: -72 [da:0a:d1:09:01:7c]
RSSI: -76 [da:0a:d1:17:01:ac]
RSSI: -78 [da:0a:d1:17:01:ac]
RSSI: -83 [da:0a:d1:24:01:dc]
RSSI: -90 [da:0a:d1:33:01:fc]
RSSI: -87 [da:0a:d1:33:01:fc]
RSSI: -79 [da:0a:d1:42:02:2c]
RSSI: -76 [da:0a:d1:4e:02:5c]
