-70 [da:2f:8d:53:0d:ea]
RSSI: -76 [da:39:77:55:14:bc]
RSSI: -87 [da:33:d4:35:02:aa]
RSSI: -74 [da:39:77:64:14:ec]
RSSI: -87 [da:33:d4:45:02:da]
RSSI: -77 [da:39:77:70:15:1c]
RSSI: -77 [da:39:77:70:15:1c]
RSSI: -86 [da:33:d4:51:02:fa]
RSSI: -81 [da:39:77:7f:15:4c]
RSSI: -86 [da:33:d4:61:03:1a]
RSSI: -82 [da:39:77:8e:15:6c]
RSSI: -75 [da:39:77:9b:15:9c]
RSSI: -88 [da:33:d4:7e:03:6a]
RSSI: -78 [da:39:77:aa:15:cc]
RSSI: -76 [da:39:77:aa:15:cc]
RSSI: -83 [da:33:d4:8e:03:9a]
RSSI: -84 [da:33:d4:9d:03:ca]
RSSI: -78 [da:39:77:b8:15:fc]
RSSI: -82 [da:33:d4:9d:03:ca]
RSSI: -81 [da:39:77:c5:16:1c]
RSSI: -82 [da:33:d4:aa:03:ea]
RSSI: -80 [da:39:77:d4:16:4c]
RSSI: -83 [da:33:d4:ba:04:1a]
RSSI: -82 [da:33:d4:ba:04:1a]
RSSI: -78 [da:39:77:e3:16:7c]
RSSI: -81 [da:33:d4:ca:04:4a]
RSSI: -82 [da:33:d4:ca:04:4a]
RSSI: -81 [da:39:77:f0:00:2c]
RSSI: -78 [da:39:77:f0:00:2c]
RSSI: -80 [da:33:d4:d6:04:6a]
RSSI: -81 [da:39:77:ff:00:5c]
RSSI: -81 [da:39:77:ff:00:5c]
RSSI: -81 [da:33:d4:e6:04:9a]
RSSI: -79 [da:39:78:0d:00:8c]
RSSI: -81 [da:33:d4:e6:04:9a]
RSSI: -80 [da:39:78:0d:00:8c]
RSSI: -80 [da:39:78:1a:00:ac]
RSSI: -83 [da:33:d4:f6:04:ca]
RSSI: -79 [da:39:78:29:00:dc]
RSSI: -93 [da:36:de:0f:07:ae]
RSSI: -77 [da:39:78:38:01:0c]
RSSI: -83 [da:39:78:38:01:0c]
RSSI: -78 [da:39:78:45:01:3c]
RSSI: -82 [da:33:d5:23:05:4a]
RSSI: -78 [da:39:78:45:01:3c]
RSSI: -82 [da:33:d5:2f:05:6a]
RSSI: -81 [da:39:78:54:01:6c]
RSSI: -80 [da:33:d5:2f:05:6a]
RSSI: -82 [da:39:78:54:01:6c]
RSSI: -79 [da:33:d5:3f:05:9a]
RSSI: -77 [da:33:d5:3f:05:9a]
RSSI: -75 [da:33:d5:4f:05:ca]
RSSI: -77 [da:33:d5:4f:05:ca]
RSSI: -84 [da:39:78:7e:01:ec]
RSSI: -75 [da:33:d5:5c:05:ea]
RSSI: -80 [da:39:78:7e:01:ec]
RSSI: -73 [da:33:d5:5c:05:ea]
RSSI: -85 [da:39:78:8d:02:1c]
RSSI: -82 [da:39:78:8d:02:1c]
RSSI: -75 [da:33:d5:6c:06:1a]
RSSI: -74 [da:33:d5:7b:06:4a]
RSSI: -74 [da:33:d5:7b:06:4a]
RSSI: -83 [da:39:78:a9:02:6c]
RSSI: -73 [da:33:d5:88:06:6a]
RSSI: -86 [da:39:78:b8:02:9c]
RSSI: -69 [da:33:d5:98:06:9a]
RSSI: -91 [da:39:78:c4:02:cc]
RSSI: -72 [da:33:d5:a8:06:ca]
RSSI: -71 [da:33:d5:b4:06:ea]
RSSI: -71 [da:33:d5:b4:06:ea]
RSSI: -85 [da:39:78:e2:03:2c]
RSSI: -72 [da:33:d5:c4:07:0a]
RSSI: -71 [da:33:d5:c4:07:0a]
RSSI: -84 [da:39:78:ef:03:4c]
RSSI: -68 [da:33:d5:d4:07:3a]
RSSI: -86 [da:39:78:fe:03:7c]
RSSI: -85 [da:39:78:fe:03:7c]
RSSI: -68 [da:33:d5:e1:07:6a]
RSSI: -72 [da:33:d5:f1:07:8a]
RSSI: -88 [da:36:de:ff:0a:5e]
RSSI: -70 [da:33:d6:0d:07:da]
RSSI: -74 [da:33:d6:0d:07:da]
RSSI: -72 [da:33:d6:1d:08:0a]
RSSI: -93 [da:36:df:27:0a:ce]
RSSI: -76 [da:33:d6:2d:08:3a]
RSSI: -87 [da:36:df:34:0a:ee]
RSSI: -86 [da:39:79:53:04:8c]
RSSI: -77 [da:33:d6:3a:08:5a]
RSSI: -85 [da:36:df:41:0b:0e]
RSSI: -84 [da:39:79:62:04:bc]
RSSI: -86 [da:36:df:41:0b:0e]
RSSI: -84 [da:39:79:62:04:bc]
RSSI: -85 [da:36:df:4f:0b:3e]
RSSI: -80 [da:33:d6:4a:08:8a]
RSSI: -85 [da:39:79:6f:04:dc]
RSSI: -83 [da:33:d6:5a:08:ba]
RSSI: -91 [da:39:79:8d:05:3c]
RSSI: -82 [da:33:d6:66:08:da]
RSSI: -83 [da:36:df:77:0b:ae]
RSSI: -83 [da:33:d6:76:09:0a]
RSSI: -83 [da:33:d6:76:09:0a]
RSSI: -84 [da:33:d6:76:09:0a]
RSSI: -86 [da:36:df:84:0b:ce]
RSSI: -83 [da:33:d6:86:09:3a]
RSSI: -85 [da:36:df:91:0b:ee]
RSSI: -78 [da:33:d6:93:09:6a]
RSSI: -92 [da:31:f2:8b:14:bb]
RSSI: -84 [da:39:79:b7:05:cc]
RSSI: -82 [da:33:d6:93:09:6a]
RSSI: -81 [da:36:df:9f:0c:1e]
RSSI: -78 [da:33:d6:a3:09:8a]
RSSI: -81 [da:39:79:c4:05:ec]
RSSI: -84 [da:36:df:ac:0c:3e]
RSSI: -82 [da:36:df:ac:0c:3e]
RSSI: -83 [da:33:d6:b3:09:ba]
RSSI: -81 [da:36:df:c7:0c:8e]
RSSI: -87 [da:33:d6:c0:09:ea]
RSSI: -84 [da:36:df:c7:0c:8e]
RSSI: -84 [da:33:d6:c0:09:ea]
RSSI: -83 [da:36:df:c7:0c:8e]
RSSI: -76 [da:39:79:ef:06:7c]
RSSI: -76 [da:39:79:ef:06:7c]
RSSI: -83 [da:36:df:d4:0c:ae]
RSSI: -88 [da:33:d6:d0:0a:0a]
RSSI: -92 [da:31:f2:d2:15:8b]
RSSI: -79 [da:39:79:fe:06:ac]
RSSI: -75 [da:39:79:fe:06:ac]
RSSI: -83 [da:39:7a:0d:06:dc]
RSSI: -83 [da:36:df:ef:0c:fe]
RSSI: -89 [da:31:f2:ed:15:db]
RSSI: -82 [da:39:7a:19:06:fc]
RSSI: -90 [da:33:d6:fc:0a:9a]
RSSI: -84 [da:36:e0:0a:0d:4e]
RSSI: -76 [da:39:7a:28:07:2c]
RSSI: -83 [da:39:7a:28:07:2c]
RSSI: -77 [da:39:7a:37:07:5c]
RSSI: -85 [da:33:d7:19:0a:ea]
RSSI: -77 [da:39:7a:44:07:8c]
RSSI: -78 [da:39:7a:44:07:8c]
RSSI: -92 [da:36:e0:40:0d:ee]
RSSI: -89 [da:31:f3:36:00:2b]
RSSI: -78 [da:39:7a:62:07:ec]
RSSI: -90 [da:31:f3:43:00:5b]
RSSI: -78 [da:39:7a:6f:08:0c]
RSSI: -90 [da:31:f3:52:00:7b]
RSSI: -80 [da:39:7a:7e:08:3c]
RSSI: -78 [da:39:7a:8d:08:6c]
RSSI: -89 [da:31:f3:6e:00:cb]
RSSI: -87 [da:31:f3:6e:00:cb]
RSSI: -77 [da:39:7a:99:08:9c]
RSSI: -89 [da:31:f3:7d:00:fb]
RSSI: -86 [da:31:f3:7d:00:fb]
RSSI: -85 [da:39:7a:a9:08:cc]
RSSI: -85 [da:31:f3:8c:01:2b]
RSSI: -88 [da:39:7a:b8:08:fc]
RSSI: -82 [da:39:7a:b8:08:fc]
RSSI: -83 [da:31:f3:99:01:4b]
RSSI: -76 [da:39:7a:c4:09:1c]
RSSI: -84 [da:39:7a:c4:09:1c]
RSSI: -82 [da:31:f3:a8:01:7b]
RSSI: -82 [da:31:f3:b7:01:ab]
RSSI: -75 [da:39:7a:ef:09:ac]
RSSI: -92 [da:33:d7:db:0d:1a]
RSSI: -76 [da:39:7a:fe:09:dc]
RSSI: -73 [da:39:7b:0d:0a:0c]
RSSI: -87 [da:33:d7:eb:0d:4a]
RSSI: -80 [da:31:f3:ee:02:4b]
RSSI: -85 [da:33:d7:f8:0d:6a]
RSSI: -87 [da:33:d8:08:0d:9a]
RSSI: -75 [da:39:7b:29:0a:5c]
RSSI: -88 [da:33:d8:18:0d:ca]
RSSI: -76 [da:39:7b:38:0a:8c]
RSSI: -74 [da:39:7b:44:0a:bc]
RSSI: -88 [da:33:d8:24:0d:ea]
RSSI: -81 [da:31:f4:28:02:fb]
RSSI: -89 [da:33:d8:35:0e:1a]
RSSI: -84 [da:33:d8:35:0e:1a]
RSSI: -80 [da:31:f4:37:03:2b]
RSSI: -86 [da:33:d8:51:0e:6a]
RSSI: -86 [da:33:d8:51:0e:6a]
RSSI: -75 [da:39:7b:7e:0b:6c]
RSSI: -82 [da:33:d8:61:0e:9a]
RSSI: -82 [da:33:d8:61:0e:9a]
RSSI: -84 [da:33:d8:71:0e:ca]
RSSI: -82 [da:31:f4:6f:03:cb]
RSSI: -84 [da:33:d8:7e:0e:ea]
RSSI: -85 [da:33:d8:8e:0f:1a]
RSSI: -84 [da:33:d8:9e:0f:4a]
RSSI: -84 [da:33:d8:9e:0f:4a]
RSSI: -82 [da:33:d8:ab:0f:6a]
RSSI: -85 [da:33:d8:bb:0f:9a]
RSSI: -81 [da:33:d8:bb:0f:9a]
RSSI: -84 [da:33:d8:cb:0f:ca]
RSSI: -85 [da:33:d8:cb:0f:ca]
RSSI: -83 [da:33:d8:d7:0f:ea]
RSSI: -84 [da:39:7b:ff:0d:0c]
RSSI: -83 [da:33:d8:d7:0f:ea]
RSSI: -91 [da:31:f4:e3:05:2b]
RSSI: -84 [da:33:d8:e7:10:1a]
RSSI: -86 [da:39:7c:0e:0d:3c]
RSSI: -83 [da:33:d8:e7:10:1a]
RSSI: -85 [da:33:d8:f7:10:4a]
RSSI: -85 [da:33:d8:f7:10:4a]
RSSI: -82 [da:39:7c:1b:0d:6c]
RSSI: -85 [da:39:7c:2a:0d:9c]
RSSI: -84 [da:39:7c:39:0d:cc]
RSSI: -86 [da:33:d9:14:10:9a]
RSSI: -83 [da:39:7c:39:0d:cc]
RSSI: -81 [da:39:7c:46:0d:ec]
RSSI: -84 [da:33:d9:24:10:ca]
RSSI: -82 [da:39:7c:55:0e:1c]
RSSI: -81 [da:39:7c:55:0e:1c]
RSSI: -78 [da:39:7c:71:0e:7c]
RSSI: -82 [da:39:7c:71:0e:7c]
RSSI: -81 [da:39:7c:71:0e:7c]
RSSI: -81 [da:39:7c:80:0e:ac]
RSSI: -80 [da:39:7c:8f:0e:dc]
RSSI: -89 [da:33:d9:6e:11:9a]
RSSI: -81 [da:39:7c:9b:0e:fc]
RSSI: -78 [da:39:7c:ab:0f:2c]
RSSI: -78 [da:39:7c:ab:0f:2c]
RSSI: -77 [da:39:7c:ba:0f:5c]
RSSI: -77 [da:39:7c:ba:0f:5c]
RSSI: -76 [da:39:7c:c6:0f:8c]
RSSI: -88 [da:33:d9:ab:12:4a]
RSSI: -76 [da:39:7c:d6:0f:bc]
RSSI: -78 [da:39:7c:e5:0f:ec]
RSSI: -78 [da:39:7c:e5:0f:ec]
RSSI: -91 [da:33:d9:c7:12:9a]
RSSI: -83 [da:39:7c:f1:10:1c]
RSSI: -84 [da:39:7c:f1:10:1c]
RSSI: -79 [da:39:7d:01:10:4c]
RSSI: -77 [da:39:7d:1c:10:9c]
RSSI: -76 [da:39:7d:1c:10:9c]
RSSI: -73 [da:39:7d:2c:10:cc]
RSSI: -70 [da:39:7d:3b:10:fc]
RSSI: -71 [da:39:7d:3b:10:fc]
RSSI: -67 [da:39:7d:47:11:2c]
RSSI: -67 [da:39:7d:57:11:5c]
RSSI: -89 [da:33:da:31:13:ca]
RSSI: -67 [da:39:7d:57:11:5c]
RSSI: -64 [da:39:7d:57:11:5c]
RSSI: -64 [da:39:7d:66:11:7c]
RSSI: -66 [da:39:7d:66:11:7c]
RSSI: -62 [da:39:7d:72:11:ac]
RSSI: -63 [da:39:7d:82:11:dc]
RSSI: -64 [da:39:7d:91:12:0c]
RSSI: -60 [da:39:7d:9e:12:2c]
RSSI: -64 [da:39:7d:9e:12:2c]
RSSI: -91 [da:33:da:8b:14:ca]
RSSI: -60 [da:39:7d:ad:12:5c]
RSSI: -86 [da:33:da:8b:14:ca]
RSSI: -64 [da:39:7d:bc:12:8c]
RSSI: -61 [da:39:7d:bc:12:8c]
RSSI: -61 [da:39:7d:bc:12:8c]
RSSI: -64 [da:39:7d:c9:12:bc]
RSSI: -61 [da:39:7d:c9:12:bc]
RSSI: -65 [da:39:7d:d8:12:ec]
RSSI: -93 [da:33:da:b8:15:4a]
RSSI: -65 [da:39:7d:d8:12:ec]
RSSI: -63 [da:39:7d:e7:13:1c]
RSSI: -63 [da:39:7d:e7:13:1c]
RSSI: -91 [da:33:da:c5:15:6a]
RSSI: -65 [da:39:7d:f4:13:3c]
RSSI: -89 [da:33:da:d5:15:9a]
RSSI: -70 [da:39:7e:03:13:6c]
RSSI: -69 [da:39:7e:03:13:6c]
RSSI: -70 [da:39:7e:12:13:9c]
RSSI: -74 [da:39:7e:12:13:9c]
RSSI: -77 [da:39:7e:1f:13:cc]
RSSI: -91 [da:39:7e:2e:13:fc]
RSSI: -85 [da:39:7e:3d:14:2c]
RSSI: -76 [da:39:7e:3d:14:2c]
RSSI: -72 [da:39:7e:4a:14:4c]
RSSI: -76 [da:39:7e:4a:14:4c]
RSSI: -70 [da:39:7e:59:14:7c]
RSSI: -74 [da:39:7e:68:14:ac]
RSSI: -73 [da:39:7e:68:14:ac]
RSSI: -75 [da:39:7e:75:14:dc]
RSSI: -74 [da:39:7e:75:14:dc]
RSSI: -73 [da:39:7e:84:15:0c]
RSSI: -77 [da:39:7e:84:15:0c]
RSSI: -77 [da:39:7e:93:15:3c]
RSSI: -79 [da:39:7e:a0:15:5c]
RSSI: -79 [da:39:7e:af:15:8c]
RSSI: -77 [da:39:7e:af:15:8c]
RSSI: -74 [da:39:7e:bf:15:bc]
RSSI: -79 [da:39:7e:bf:15:bc]
RSSI: -76 [da:39:7e:cb:15:ec]
RSSI: -73 [da:39:7e:cb:15:ec]
RSSI: -77 [da:39:7e:db:16:1c]
RSSI: -79 [da:39:7e:ea:16:4c]
RSSI: -80 [da:39:7e:ea:16:4c]
RSSI: -87 [da:33:db:cf:02:4a]
RSSI: -76 [da:39:7e:f6:16:7c]
RSSI: -86 [da:33:db:db:02:6a]
RSSI: -76 [da:39:7f:06:00:3c]
RSSI: -85 [da:33:db:eb:02:9a]
RSSI: -78 [da:39:7f:15:00:6c]
RSSI: -86 [da:33:db:eb:02:9a]
RSSI: -77 [da:39:7f:15:00:6c]
RSSI: -84 [da:33:db:f8:02:ba]
RSSI: -85 [da:33:db:f8:02:ba]
RSSI: -78 [da:39:7f:22:00:8c]
RSSI: -77 [da:39:7f:22:00:8c]
RSSI: -76 [da:39:7f:31:00:bc]
RSSI: -79 [da:39:7f:31:00:bc]
RSSI: -84 [da:33:dc:15:03:0a]
RSSI: -77 [da:39:7f:40:00:ec]
RSSI: -76 [da:39:7f:40:00:ec]
RSSI: -85 [da:33:dc:22:03:2a]
RSSI: -76 [da:39:7f:4d:01:1c]
RSSI: -85 [da:33:dc:2e:03:4a]
RSSI: -87 [da:33:dc:3b:03:6a]
RSSI: -78 [da:39:7f:5c:01:3c]
RSSI: -86 [da:33:dc:3b:03:6a]
RSSI: -74 [da:39:7f:6b:01:7c]
RSSI: -82 [da:33:dc:48:03:9a]
RSSI: -79 [da:39:7f:6b:01:7c]
RSSI: -84 [da:33:dc:54:03:ba]
RSSI: -77 [da:39:7f:78:01:9c]
RSSI: -77 [da:39:7f:78:01:9c]
RSSI: -83 [da:33:dc:61:03:da]
RSSI: -80 [da:39:7f:87:01:cc]
RSSI: -79 [da:33:dc:6e:03:fa]
RSSI: -83 [da:39:7f:97:01:fc]
RSSI: -83 [da:39:7f:97:01:fc]
RSSI: -81 [da:33:dc:7a:04:2a]
RSSI: -76 [da:39:7f:a3:02:1c]
RSSI: -81 [da:39:7f:a3:02:1c]
RSSI: -81 [da:33:dc:87:04:4a]
RSSI: -77 [da:39:7f:b3:02:4c]
RSSI: -79 [da:33:dc:94:04:6a]
RSSI: -81 [da:39:7f:c2:02:8c]
RSSI: -81 [da:33:dc:a1:04:8a]
RSSI: -81 [da:39:7f:c2:02:8c]
RSSI: -80 [da:33:dc:a1:04:8a]
RSSI: -81 [da:39:7f:ce:02:ac]
RSSI: -83 [da:33:dc:ad:04:ba]
RSSI: -84 [da:39:7f:ce:02:ac]
RSSI: -81 [da:33:dc:ba:04:da]
RSSI: -85 [da:39:7f:de:02:dc]
RSSI: -87 [da:39:7f:de:02:dc]
RSSI: -84 [da:33:dc:c7:04:fa]
RSSI: -83 [da:33:dc:c7:04:fa]
RSSI: -88 [da:39:7f:ed:03:0c]
RSSI: -82 [da:33:dc:c7:04:fa]
RSSI: -81 [da:39:7f:ed:03:0c]
RSSI: -82 [da:33:dc:d3:05:2a]
RSSI: -82 [da:39:7f:fa:03:3c]
RSSI: -79 [da:33:dc:e0:05:4a]
RSSI: -82 [da:39:80:09:03:6c]
RSSI: -80 [da:33:dc:ed:05:6a]
RSSI: -81 [da:39:80:09:03:6c]
RSSI: -80 [da:33:dc:ed:05:6a]
RSSI: -79 [da:39:80:18:03:9c]
RSSI: -81 [da:39:80:18:03:9c]
RSSI: -78 [da:33:dc:f9:05:8a]
RSSI: -82 [da:39:80:25:03:bc]
RSSI: -74 [da:33:dd:06:05:ba]
RSSI: -83 [da:39:80:25:03:bc]
RSSI: -75 [da:33:dd:13:05:da]
RSSI: -75 [da:33:dd:13:05:da]
RSSI: -75 [da:33:dd:20:05:fa]
RSSI: -85 [da:39:80:44:04:1c]
RSSI: -71 [da:33:dd:2c:06:1a]
RSSI: -78 [da:39:80:50:04:3c]
RSSI: -70 [da:33:dd:2c:06:1a]
RSSI: -73 [da:33:dd:39:06:4a]
RSSI: -78 [da:39:80:60:04:6c]
RSSI: -73 [da:33:dd:46:06:6a]
RSSI: -86 [da:39:80:6f:04:9c]
RSSI: -79 [da:39:80:6f:04:9c]
RSSI: -72 [da:33:dd:52:06:8a]
RSSI: -69 [da:33:dd:52:06:8a]
RSSI: -85 [da:39:80:7c:04:cc]
RSSI: -82 [da:39:80:7c:04:cc]
RSSI: -83 [da:39:80:8b:04:fc]
RSSI: -87 [da:39:80:9a:05:2c]
RSSI: -71 [da:33:dd:79:06:fa]
RSSI: -68 [da:33:dd:79:06:fa]
RSSI: -72 [da:33:dd:85:07:1a]
RSSI: -71 [da:33:dd:85:07:1a]
RSSI: -72 [da:33:dd:92:07:4a]
RSSI: -86 [da:39:80:b6:05:7c]
RSSI: -72 [da:33:dd:92:07:4a]
RSSI: -71 [da:33:dd:9f:07:6a]
RSSI: -85 [da:39:80:c6:05:ac]
RSSI: -68 [da:33:dd:9f:07:6a]
RSSI: -89 [da:39:80:c6:05:ac]
RSSI: -72 [da:33:dd:ac:07:8a]
RSSI: -72 [da:33:dd:b8:07:aa]
RSSI: -72 [da:33:dd:b8:07:aa]
RSSI: -84 [da:39:80:e2:06:0c]
RSSI: -72 [da:33:dd:c5:07:da]
RSSI: -69 [da:33:dd:c5:07:da]
RSSI: -73 [da:33:dd:d2:07:fa]
RSSI: -82 [da:39:80:f1:06:3c]
RSSI: -73 [da:33:dd:d2:07:fa]
RSSI: -81 [da:39:80:fd:06:5c]
RSSI: -74 [da:33:dd:df:08:1a]
RSSI: -74 [da:33:dd:df:08:1a]
RSSI: -74 [da:33:dd:eb:08:3a]
RSSI: -79 [da:39:81:0d:06:8c]
RSSI: -72 [da:33:dd:eb:08:3a]
RSSI: -76 [da:33:dd:f8:08:6a]
RSSI: -77 [da:39:81:1c:06:bc]
RSSI: -76 [da:33:dd:f8:08:6a]
RSSI: -77 [da:39:81:1c:06:bc]
RSSI: -75 [da:33:de:05:08:8a]
RSSI: -81 [da:39:81:29:06:ec]
RSSI: -79 [da:33:de:05:08:8a]
RSSI: -78 [da:33:de:12:08:aa]
RSSI: -81 [da:39:81:38:07:1c]
RSSI: -82 [da:33:de:1f:08:da]
RSSI: -81 [da:33:de:1f:08:da]
RSSI: -76 [da:39:81:48:07:4c]
RSSI: -76 [da:39:81:48:07:4c]
RSSI: -81 [da:33:de:2b:08:fa]
RSSI: -83 [da:33:de:2b:08:fa]
RSSI: -76 [da:39:81:54:07:7c]
RSSI: -84 [da:33:de:38:09:1a]
RSSI: -80 [da:33:de:38:09:1a]
RSSI: -83 [da:39:81:64:07:ac]
RSSI: -82 [da:33:de:45:09:4a]
RSSI: -77 [da:39:81:64:07:ac]
RSSI: -84 [da:33:de:45:09:4a]
RSSI: -78 [da:39:81:64:07:ac]
RSSI: -75 [da:39:81:73:07:dc]
RSSI: -77 [da:33:de:52:09:6a]
RSSI: -81 [da:33:de:52:09:6a]
RSSI: -81 [da:33:de:5e:09:8a]
RSSI: -75 [da:39:81:80:07:fc]
RSSI: -91 [da:36:e7:66:0b:de]
RSSI: -82 [da:33:de:6b:09:ba]
RSSI: -80 [da:39:81:8f:08:2c]
RSSI: -80 [da:33:de:6b:09:ba]
RSSI: -80 [da:39:81:8f:08:2c]
RSSI: -78 [da:33:de:78:09:da]
RSSI: -86 [da:33:de:78:09:da]
RSSI: -79 [da:39:81:9e:08:5c]
RSSI: -83 [da:33:de:85:09:fa]
RSSI: -81 [da:33:de:85:09:fa]
RSSI: -89 [da:31:fa:81:15:fb]
RSSI: -87 [da:33:de:92:0a:1a]
RSSI: -86 [da:33:de:92:0a:1a]
RSSI: -88 [da:31:fa:91:16:2b]
RSSI: -75 [da:39:81:bb:08:bc]
RSSI: -86 [da:33:de:9e:0a:4a]
RSSI: -76 [da:39:81:ca:08:ec]
RSSI: -87 [da:33:de:ab:0a:6a]
RSSI: -85 [da:39:81:d7:09:0c]
RSSI: -90 [da:33:de:b8:0a:8a]
RSSI: -76 [da:39:81:d7:09:0c]
RSSI: -89 [da:33:de:b8:0a:8a]
RSSI: -90 [da:31:fa:ad:16:7b]
RSSI: -76 [da:39:81:d7:09:0c]
RSSI: -83 [da:33:de:c5:0a:aa]
RSSI: -81 [da:39:81:e6:09:3c]
RSSI: -90 [da:31:fa:cb:00:5b]
RSSI: -74 [da:39:81:f5:09:7c]
RSSI: -85 [da:33:de:d1:0a:da]
RSSI: -72 [da:39:82:02:09:9c]
RSSI: -89 [da:33:de:eb:0b:1a]
RSSI: -75 [da:39:82:11:09:cc]
RSSI: -89 [da:31:fa:e8:00:bb]
RSSI: -70 [da:39:82:11:09:cc]
RSSI: -74 [da:39:82:21:09:fc]
RSSI: -87 [da:31:fa:f7:00:db]
RSSI: -74 [da:39:82:21:09:fc]
RSSI: -71 [da:39:82:2d:0a:2c]
RSSI: -71 [da:39:82:3d:0a:5c]
RSSI: -85 [da:31:fb:13:01:3b]
RSSI: -72 [da:39:82:3d:0a:5c]
RSSI: -74 [da:39:82:4c:0a:8c]
RSSI: -84 [da:31:fb:23:01:6b]
RSSI: -74 [da:39:82:4c:0a:8c]
RSSI: -84 [da:31:fb:23:01:6b]
RSSI: -74 [da:39:82:4c:0a:8c]
RSSI: -83 [da:31:fb:2f:01:8b]
RSSI: -73 [da:39:82:59:0a:bc]
RSSI: -83 [da:31:fb:2f:01:8b]
RSSI: -73 [da:39:82:68:0a:ec]
RSSI: -81 [da:31:fb:3f:01:bb]
RSSI: -72 [da:39:82:68:0a:ec]
RSSI: -89 [da:33:df:51:0c:4a]
RSSI: -82 [da:31:fb:4e:01:eb]
RSSI: -75 [da:39:82:78:0b:1c]
RSSI: -80 [da:31:fb:5b:02:0b]
RSSI: -73 [da:39:82:84:0b:3c]
RSSI: -81 [da:31:fb:5b:02:0b]
RSSI: -73 [da:39:82:84:0b:3c]
RSSI: -89 [da:33:df:6b:0c:9a]
RSSI: -80 [da:31:fb:5b:02:0b]
RSSI: -77 [da:39:82:94:0b:6c]
RSSI: -80 [da:31:fb:6a:02:3b]
RSSI: -77 [da:39:82:94:0b:6c]
RSSI: -73 [da:39:82:94:0b:6c]
RSSI: -78 [da:31:fb:7a:02:6b]
RSSI: -81 [da:39:82:a3:0b:9c]
RSSI: -89 [da:33:df:91:0d:0a]
RSSI: -74 [da:39:82:b5:0b:dc]
RSSI: -78 [da:31:fb:86:02:8b]
RSSI: -81 [da:31:fb:86:02:8b]
RSSI: -91 [da:33:df:9e:0d:2a]
RSSI: -78 [da:39:82:b5:0b:dc]
RSSI: -81 [da:31:fb:86:02:8b]
RSSI: -86 [da:33:df:9e:0d:2a]
RSSI: -81 [da:31:fb:9f:02:db]
RSSI: -75 [da:39:82:c6:0c:0c]
RSSI: -78 [da:31:fb:9f:02:db]
RSSI: -85 [da:33:df:ab:0d:4a]
RSSI: -81 [da:31:fb:ab:02:fb]
RSSI: -81 [da:31:fb:ab:02:fb]
RSSI: -84 [da:33:df:b8:0d:7a]
RSSI: -85 [da:33:df:b8:0d:7a]
RSSI: -81 [da:31:fb:b8:03:2b]
RSSI: -86 [da:33:df:c5:0d:9a]
RSSI: -75 [da:39:82:e2:0c:6c]
RSSI: -81 [da:31:fb:b8:03:2b]
RSSI: -81 [da:39:82:e2:0c:6c]
RSSI: -87 [da:33:df:d1:0d:ba]
RSSI: -77 [da:39:82:f1:0c:9c]
RSSI: -77 [da:39:82:f1:0c:9c]
RSSI: -81 [da:31:fb:c8:03:4b]
RSSI: -78 [da:39:82:f1:0c:9c]
RSSI: -81 [da:31:fb:d7:03:7b]
RSSI: -82 [da:31:fb:d7:03:7b]
RSSI: -87 [da:33:df:eb:0e:0a]
RSSI: -83 [da:31:fb:e4:03:ab]
RSSI: -83 [da:31:fb:e4:03:ab]
RSSI: -81 [da:39:83:0d:0c:fc]
RSSI: -83 [da:31:fb:e4:03:ab]
RSSI: -85 [da:33:df:f8:0e:2a]
RSSI: -84 [da:31:fb:f4:03:db]
RSSI: -88 [da:33:df:f8:0e:2a]
RSSI: -84 [da:31:fb:f4:03:db]
RSSI: -86 [da:33:e0:05:0e:5a]
RSSI: -79 [da:39:83:1d:0d:2c]
RSSI: -84 [da:31:fc:03:04:0b]
RSSI: -85 [da:31:fc:03:04:0b]
RSSI: -88 [da:31:fc:10:04:2b]
RSSI: -83 [da:31:fc:10:04:2b]
RSSI: -83 [da:33:e0:1e:0e:9a]
RSSI: -83 [da:33:e0:2b:0e:ca]
RSSI: -84 [da:33:e0:2b:0e:ca]
RSSI: -85 [da:33:e0:45:0f:0a]
RSSI: -83 [da:39:83:64:0e:0c]
RSSI: -84 [da:33:e0:45:0f:0a]
RSSI: -85 [da:39:83:64:0e:0c]
RSSI: -84 [da:33:e0:52:0f:3a]
RSSI: -85 [da:33:e0:52:0f:3a]
RSSI: -86 [da:33:e0:5f:0f:5a]
RSSI: -77 [da:39:83:83:0e:6c]
RSSI: -84 [da:33:e0:6b:0f:7a]
RSSI: -77 [da:39:83:90:0e:9c]
RSSI: -86 [da:33:e0:6b:0f:7a]
RSSI: -86 [da:33:e0:78:0f:aa]
RSSI: -77 [da:39:83:90:0e:9c]
RSSI: -83 [da:33:e0:78:0f:aa]
RSSI: -76 [da:39:83:9f:0e:cc]
RSSI: -85 [da:33:e0:85:0f:ca]
RSSI: -76 [da:39:83:af:0e:fc]
RSSI: -82 [da:33:e0:92:0f:ea]
RSSI: -85 [da:33:e0:92:0f:ea]
RSSI: -84 [da:33:e0:92:0f:ea]
RSSI: -85 [da:33:e0:9f:10:1a]
RSSI: -85 [da:33:e0:9f:10:1a]
RSSI: -85 [da:33:e0:ac:10:3a]
RSSI: -86 [da:33:e0:b8:10:5a]
RSSI: -85 [da:33:e0:b8:10:5a]
RSSI: -87 [da:33:e0:c5:10:7a]
